key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,cb.thisRepN,cb.thisTrialN,cb.thisN,cb.thisIndex,cb.ran,images,cue,target,font,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,atypic_slider.response,atypic_slider.rt,normal_slider.response,normal_slider.rt,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.clicked_name,textbox.text,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,correctAns,textbox_response,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name
y,8.779225,0.30416222,-0.020811099,1,0,0,12.31459,cont1,0,0,0,15,1,images/apart-sf.jpeg,SEPARATE,APART,sf,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,1,1,12,1,images/article-a.jpeg,MAGAZINE,ARTICLE,a,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,2,2,17,1,images/patience-a.jpeg,VIRTUE,PATIENCE,a,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,3,3,10,1,images/sharp-sf.jpeg,KNIFE,SHARP,sf,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,4,4,2,1,images/potato-sf.jpeg,CHIP,POTATO,sf,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,5,5,16,1,images/wheel-sf.jpeg,TIRE,WHEEL,sf,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,6,6,1,1,images/deaf-sf.jpeg,BLIND,DEAF,sf,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,7,7,11,1,images/contact-a.jpeg,LENS,CONTACT,a,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,8,8,4,1,images/boss-a.jpeg,EMPLOYEE,BOSS,a,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,9,9,13,1,images/tense-a.jpeg,NERVOUS,TENSE,a,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,10,10,8,1,images/happiness-sf.jpeg,JOY,HAPPINESS,sf,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,11,11,9,1,images/destory-a.jpeg,KILL,DESTROY,a,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,12,12,19,1,images/blow-a.jpeg,WIND,BLOW,a,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,13,13,5,1,images/yard-sf.jpeg,FENCE,YARD,sf,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,14,14,3,1,images/swim-a.jpeg,DIVE,SWIM,a,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,15,15,18,1,images/candle-sf.jpeg,WAX,CANDLE,sf,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,16,16,14,1,images/trail-a.jpeg,PATH,TRAIL,a,5728219fc68b5a000f39800b,5fe2301cc39215d9d61054a9,2020-12-22_10h43.04.611,weird_font2,2020.2.10,Win32,60,5fe21653eed16dd302de4693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
