key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,cb.thisRepN,cb.thisTrialN,cb.thisN,cb.thisIndex,cb.ran,images,cue,target,font,participant,date,expName,psychopyVersion,OS,frameRate,study_id,session,atypic_slider.response,atypic_slider.rt,normal_slider.response,normal_slider.rt,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.clicked_name,textbox.text,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,correctAns,textbox_response,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,pairs,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name
y,8.474,0.315565032,-0.137526652,1,0,0,9.444,cont1,0,0,0,18,1,images/candle-a.jpeg,wax,candle,a,5c1a6552174a3d0001e1a1e5,2020-12-21_16h01.47.177,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d2fa85a2432a962af67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,1,1,17,1,images/patience-sf.jpeg,virtue,patience,sf,5c1a6552174a3d0001e1a1e5,2020-12-21_16h01.47.177,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d2fa85a2432a962af67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,2,2,19,1,images/blow-sf.jpeg,wind,blow,sf,5c1a6552174a3d0001e1a1e5,2020-12-21_16h01.47.177,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d2fa85a2432a962af67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,3,3,2,1,images/potato-a.jpeg,chip,potato,a,5c1a6552174a3d0001e1a1e5,2020-12-21_16h01.47.177,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d2fa85a2432a962af67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,4,4,3,1,images/swim-sf.jpeg,dive,swim,sf,5c1a6552174a3d0001e1a1e5,2020-12-21_16h01.47.177,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d2fa85a2432a962af67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,5,5,8,1,images/happiness-a.jpeg,joy,happiness,a,5c1a6552174a3d0001e1a1e5,2020-12-21_16h01.47.177,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d2fa85a2432a962af67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,6,6,12,1,images/article-sf.jpeg,magazine,article,sf,5c1a6552174a3d0001e1a1e5,2020-12-21_16h01.47.177,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d2fa85a2432a962af67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,7,7,15,1,images/apart-a.jpeg,separate,apart,a,5c1a6552174a3d0001e1a1e5,2020-12-21_16h01.47.177,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d2fa85a2432a962af67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,8,8,16,1,images/wheel-a.jpeg,tire,wheel,a,5c1a6552174a3d0001e1a1e5,2020-12-21_16h01.47.177,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d2fa85a2432a962af67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,9,9,5,1,images/yard-a.jpeg,fence,yard,a,5c1a6552174a3d0001e1a1e5,2020-12-21_16h01.47.177,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d2fa85a2432a962af67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
