Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-85j6,branch-4ivo,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,imagefile,ANSWER,CUE, TARGET,font
4,1592803774282,22/06/2020 05:29:34,1592803773961,-5,22/06/2020 00:29:33,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,10,2,1,Screen 2,Zone2,continue_button,5985.26000000129,,,,,0,1,0,,,,,1,study,happiness-sf.jpeg,,JOY,HAPPINESS,sf
5,1592803786790,22/06/2020 05:29:46,1592803786441,-5,22/06/2020 00:29:46,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,18,3,1,Screen 2,Zone2,continue_button,12469.740000000456,,,,,0,1,0,,,,,1,study,wheel-sf.jpeg,,TIRE,WHEEL,sf
6,1592803793211,22/06/2020 05:29:53,1592803792881,-5,22/06/2020 00:29:52,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,17,4,1,Screen 2,Zone2,continue_button,6424.220000000787,,,,,0,1,0,,,,,1,study,apart-sf.jpeg,,SEPARATE,APART,sf
7,1592803802891,22/06/2020 05:30:02,1592803802562,-5,22/06/2020 00:30:02,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,4,5,1,Screen 2,Zone2,continue_button,9669.49999999997,,,,,0,1,0,,,,,1,study,potato-sf.jpeg,,CHIP,POTATO,sf
8,1592803803109,22/06/2020 05:30:03,1592803802602,-5,22/06/2020 00:30:02,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,16,6,1,Screen 2,Zone2,continue_button,28.83500000098138,,,,,0,1,0,,,,,1,study,trail-a.jpeg,,PATH,TRAIL,a
9,1592803811583,22/06/2020 05:30:11,1592803811253,-5,22/06/2020 00:30:11,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,13,7,1,Screen 2,Zone2,continue_button,8642.704999998386,,,,,0,1,0,,,,,1,study,contact-a.jpeg,,LENS,CONTACT,a
10,1592803819481,22/06/2020 05:30:19,1592803819166,-5,22/06/2020 00:30:19,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,2,8,1,Screen 2,Zone2,continue_button,7902.51999999964,,,,,0,1,0,,,,,1,study,crash-a.jpeg,,ACCIDENT,CRASH,a
11,1592803825587,22/06/2020 05:30:25,1592803825261,-5,22/06/2020 00:30:25,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,3,9,1,Screen 2,Zone2,continue_button,6087.325000000419,,,,,0,1,0,,,,,1,study,deaf-sf.jpeg,,BLIND,DEAF,sf
12,1592803860594,22/06/2020 05:31:00,1592803860271,-5,22/06/2020 00:31:00,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,14,10,1,Screen 2,Zone2,continue_button,34999.50000000172,,,,,0,1,0,,,,,1,study,article-a.jpeg,,MAGAZINE,ARTICLE,a
13,1592803891163,22/06/2020 05:31:31,1592803890837,-5,22/06/2020 00:31:30,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,12,11,1,Screen 2,Zone2,continue_button,30555.425000002288,,,,,0,1,0,,,,,1,study,sharp-sf.jpeg,,KNIFE,SHARP,sf
14,1592803896186,22/06/2020 05:31:36,1592803895857,-5,22/06/2020 00:31:35,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,20,12,1,Screen 2,Zone2,continue_button,5010.174999999435,,,,,0,1,0,,,,,1,study,candle-sf.jpeg,,WAX,CANDLE,sf
15,1592803896389,22/06/2020 05:31:36,1592803895921,-5,22/06/2020 00:31:35,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,6,13,1,Screen 2,Zone2,continue_button,53.02499999743304,,,,,0,1,0,,,,,1,study,boss-a.jpeg,,EMPLOYEE,BOSS,a
16,1592803906818,22/06/2020 05:31:46,1592803906484,-5,22/06/2020 00:31:46,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,15,14,1,Screen 2,Zone2,continue_button,10556.360000002314,,,,,0,1,0,,,,,1,study,tense-a.jpeg,,NERVOUS,TENSE,a
17,1592803909078,22/06/2020 05:31:49,1592803908758,-5,22/06/2020 00:31:48,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,8,15,1,Screen 2,Zone2,continue_button,2263.0150000004505,,,,,0,1,0,,,,,1,study,protect-sf.jpeg,,GUARD,PROTECT,sf
18,1592803911734,22/06/2020 05:31:51,1592803911407,-5,22/06/2020 00:31:51,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,11,16,1,Screen 2,Zone2,continue_button,2639.9249999994936,,,,,0,1,0,,,,,1,study,destory-a.jpeg,,KILL,DESTROY,a
19,1592803913769,22/06/2020 05:31:53,1592803913440,-5,22/06/2020 00:31:53,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,21,17,1,Screen 2,Zone2,continue_button,2021.165000001929,,,,,0,1,0,,,,,1,study,blow-a.jpeg,,WIND,BLOW,a
20,1592803913972,22/06/2020 05:31:53,1592803913498,-5,22/06/2020 00:31:53,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,9,18,1,Screen 2,Zone2,continue_button,47.77499999909196,,,,,0,1,0,,,,,1,study,sheep-sf.jpeg,,HERD,SHEEP,sf
21,1592803920968,22/06/2020 05:32:00,1592803920650,-5,22/06/2020 00:32:00,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,7,19,1,Screen 2,Zone2,continue_button,7140.534999998636,,,,,0,1,0,,,,,1,study,yard-sf.jpeg,,FENCE,YARD,sf
22,1592803926323,22/06/2020 05:32:06,1592803926010,-5,22/06/2020 00:32:06,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,19,20,1,Screen 2,Zone2,continue_button,5338.694999998552,,,,,0,1,0,,,,,1,study,patience-a.jpeg,,VIRTUE,PATIENCE,a
23,1592803936694,22/06/2020 05:32:16,1592803936367,-5,22/06/2020 00:32:16,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,22,1,1,Screen 1,Zone2,response_text_entry,10334.790000000794,,,40,,0,1,0,,,,,,JOLs,,,,,
24,1592803936913,22/06/2020 05:32:16,1592803936368,-5,22/06/2020 00:32:16,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,22,1,1,Screen 1,Zone5,continue_button,10334.790000000794,,,,,0,1,0,,,,,,JOLs,,,,,
25,1592803942142,22/06/2020 05:32:22,1592803941829,-5,22/06/2020 00:32:21,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,22,1,2,Screen 2,Zone2,response_text_entry,5450.655000000552,,,50,,0,1,0,,,,,,JOLs,,,,,
26,1592803942361,22/06/2020 05:32:22,1592803941830,-5,22/06/2020 00:32:21,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,22,1,2,Screen 2,Zone5,continue_button,5450.655000000552,,,,,0,1,0,,,,,,JOLs,,,,,
27,1592803954816,22/06/2020 05:32:34,1592803954481,-5,22/06/2020 00:32:34,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,23,1,1,Screen 1,advancementZone,continue_button,12638.32999999795,,,,,0,1,0,,,,,,testinstruc,,,,,
28,1592804003406,22/06/2020 05:33:23,1592804003060,-5,22/06/2020 00:33:23,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,39,1,1,Screen 2,Zone2,response_text_entry,48561.59999999727,,,part,1,0,1,0,,,,,2,test,apart-sf.jpeg,,SEPARATE,APART,sf
29,1592804043005,22/06/2020 05:34:03,1592804042684,-5,22/06/2020 00:34:02,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,25,2,1,Screen 2,Zone2,response_text_entry,39604.46000000229,,,deaf,1,0,1,0,,,,,2,test,deaf-sf.jpeg,,BLIND,DEAF,sf
30,1592804063179,22/06/2020 05:34:23,1592804062854,-5,22/06/2020 00:34:22,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,31,3,1,Screen 2,Zone2,response_text_entry,20153.76499999914,,,drive,1,0,1,0,,,,,2,test,sheep-sf.jpeg,,HERD,SHEEP,sf
31,1592804066192,22/06/2020 05:34:26,1592804065868,-5,22/06/2020 00:34:25,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,43,4,1,Screen 2,Zone2,response_text_entry,2998.60500000068,,,blow,1,0,1,0,,,,,2,test,blow-a.jpeg,,WIND,BLOW,a
32,1592804068119,22/06/2020 05:34:28,1592804067776,-5,22/06/2020 00:34:27,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,42,5,1,Screen 2,Zone2,response_text_entry,1894.8599999966682,,,melt,1,0,1,0,,,,,2,test,candle-sf.jpeg,,WAX,CANDLE,sf
33,1592804071552,22/06/2020 05:34:31,1592804071233,-5,22/06/2020 00:34:31,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,28,6,1,Screen 2,Zone2,response_text_entry,3439.7399999980116,,,fired,1,0,1,0,,,,,2,test,boss-a.jpeg,,EMPLOYEE,BOSS,a
34,1592804073867,22/06/2020 05:34:33,1592804073543,-5,22/06/2020 00:34:33,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,36,7,1,Screen 2,Zone2,response_text_entry,2296.9650000013644,,,rip,1,0,1,0,,,,,2,test,article-a.jpeg,,MAGAZINE,ARTICLE,a
35,1592804094147,22/06/2020 05:34:54,1592804093809,-5,22/06/2020 00:34:53,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,41,8,1,Screen 2,Zone2,response_text_entry,20251.22000000195,,,noble,1,0,1,0,,,,,2,test,patience-a.jpeg,,VIRTUE,PATIENCE,a
36,1592804101512,22/06/2020 05:35:01,1592804101181,-5,22/06/2020 00:35:01,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,34,9,1,Screen 2,Zone2,response_text_entry,7357.684999999008,,,cut,1,0,1,0,,,,,2,test,sharp-sf.jpeg,,KNIFE,SHARP,sf
37,1592804103929,22/06/2020 05:35:03,1592804103564,-5,22/06/2020 00:35:03,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,29,10,1,Screen 2,Zone2,response_text_entry,2370.939999997092,,,block,1,0,1,0,,,,,2,test,yard-sf.jpeg,,FENCE,YARD,sf
38,1592804106577,22/06/2020 05:35:06,1592804106240,-5,22/06/2020 00:35:06,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,30,11,1,Screen 2,Zone2,response_text_entry,2661.8799999996554,,,staned,1,0,1,0,,,,,2,test,protect-sf.jpeg,,GUARD,PROTECT,sf
39,1592804138080,22/06/2020 05:35:38,1592804137744,-5,22/06/2020 00:35:37,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,24,12,1,Screen 2,Zone2,response_text_entry,31488.39500000031,,,loss,1,0,1,0,,,,,2,test,crash-a.jpeg,,ACCIDENT,CRASH,a
40,1592804141372,22/06/2020 05:35:41,1592804141030,-5,22/06/2020 00:35:41,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,35,13,1,Screen 2,Zone2,response_text_entry,3274.105000000447,,,glass,1,0,1,0,,,,,2,test,contact-a.jpeg,,LENS,CONTACT,a
41,1592804143748,22/06/2020 05:35:43,1592804143422,-5,22/06/2020 00:35:43,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,33,14,1,Screen 2,Zone2,response_text_entry,2380.429999997432,,,dead,1,0,1,0,,,,,2,test,destory-a.jpeg,,KILL,DESTROY,a
42,1592804147422,22/06/2020 05:35:47,1592804147078,-5,22/06/2020 00:35:47,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,38,15,1,Screen 2,Zone2,response_text_entry,3642.680000000808,,,straight,1,0,1,0,,,,,2,test,trail-a.jpeg,,PATH,TRAIL,a
43,1592804157305,22/06/2020 05:35:57,1592804156976,-5,22/06/2020 00:35:56,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,26,16,1,Screen 2,Zone2,response_text_entry,9885.70500000054,,,pototo,1,0,1,0,,,,,2,test,potato-sf.jpeg,,CHIP,POTATO,sf
44,1592804160201,22/06/2020 05:36:00,1592804159877,-5,22/06/2020 00:35:59,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,27,17,1,Screen 2,Zone2,response_text_entry,2889.2049999994924,,,deep,1,0,1,0,,,,,2,test,swim-a.jpeg,,DIVE,SWIM,a
45,1592804183584,22/06/2020 05:36:23,1592804183263,-5,22/06/2020 00:36:23,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,37,18,1,Screen 2,Zone2,response_text_entry,23372.23499999894,,,anxious,1,0,1,0,,,,,2,test,tense-a.jpeg,,NERVOUS,TENSE,a
46,1592804196413,22/06/2020 05:36:36,1592804196062,-5,22/06/2020 00:36:36,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,40,19,1,Screen 2,Zone2,response_text_entry,12788.485000000976,,,admire ,1,0,1,0,,,,,2,test,wheel-sf.jpeg,,TIRE,WHEEL,sf
47,1592804214776,22/06/2020 05:36:54,1592804214432,-5,22/06/2020 00:36:54,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,sf2,32,20,1,Screen 2,Zone2,response_text_entry,18359.465000001364,,,delight,1,0,1,0,,,,,2,test,happiness-sf.jpeg,,JOY,HAPPINESS,sf
48,1592804215182,22/06/2020 05:36:55,1592804214437,-5,22/06/2020 00:36:54,20464,5,task-64r3,,5727497,BLIND,1600071,,complete,,5ef0416f34d5fc1dd4e9e41c,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,1279x756,,Recog,4,Sh2,I consent,,,END TASK,,,,,467710,,,,,0,1,0,,,,,,,,,,,
1,1592803790322,22/06/2020 05:29:50,1592803788670,1,22/06/2020 06:29:48,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,
2,1592803803565,22/06/2020 05:30:03,1592803801965,1,22/06/2020 06:30:01,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,1,1,1,Screen 1,advancementZone,continue_button,12951.40000001993,,,,,0,1,0,,,,,,introduction,,,,,
3,1592803811380,22/06/2020 05:30:11,1592803809770,1,22/06/2020 06:30:09,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,11,1,1,Screen 2,Zone2,continue_button,7703.900000022259,,,,,0,1,0,,,,,1,study,destory-a.jpeg,,KILL,DESTROY,a
4,1592803814292,22/06/2020 05:30:14,1592803812701,1,22/06/2020 06:30:12,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,15,2,1,Screen 2,Zone2,continue_button,2827.6000000187196,,,,,0,1,0,,,,,1,study,tense-a.jpeg,,NERVOUS,TENSE,a
5,1592803816566,22/06/2020 05:30:16,1592803814933,1,22/06/2020 06:30:14,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,12,3,1,Screen 2,Zone2,continue_button,2167.399999976624,,,,,0,1,0,,,,,1,study,sharp-sf.jpeg,,KNIFE,SHARP,sf
6,1592803817739,22/06/2020 05:30:17,1592803816152,1,22/06/2020 06:30:16,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,21,4,1,Screen 2,Zone2,continue_button,1135.4000000283122,,,,,0,1,0,,,,,1,study,blow-a.jpeg,,WIND,BLOW,a
7,1592803819513,22/06/2020 05:30:19,1592803817935,1,22/06/2020 06:30:17,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,20,5,1,Screen 2,Zone2,continue_button,1721.1000000243075,,,,,0,1,0,,,,,1,study,candle-sf.jpeg,,WAX,CANDLE,sf
8,1592803821221,22/06/2020 05:30:21,1592803819643,1,22/06/2020 06:30:19,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,9,6,1,Screen 2,Zone2,continue_button,1643.1999999913387,,,,,0,1,0,,,,,1,study,sheep-sf.jpeg,,HERD,SHEEP,sf
9,1592803822613,22/06/2020 05:30:22,1592803820979,1,22/06/2020 06:30:20,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,16,7,1,Screen 2,Zone2,continue_button,1267.3000000067987,,,,,0,1,0,,,,,1,study,trail-a.jpeg,,PATH,TRAIL,a
10,1592803823771,22/06/2020 05:30:23,1592803822187,1,22/06/2020 06:30:22,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,7,8,1,Screen 2,Zone2,continue_button,1142.4000000115484,,,,,0,1,0,,,,,1,study,yard-sf.jpeg,,FENCE,YARD,sf
11,1592803825493,22/06/2020 05:30:25,1592803823902,1,22/06/2020 06:30:23,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,17,9,1,Screen 2,Zone2,continue_button,1654.6000000089407,,,,,0,1,0,,,,,1,study,apart-sf.jpeg,,SEPARATE,APART,sf
12,1592803826812,22/06/2020 05:30:26,1592803825223,1,22/06/2020 06:30:25,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,19,10,1,Screen 2,Zone2,continue_button,1262.8000000258908,,,,,0,1,0,,,,,1,study,patience-a.jpeg,,VIRTUE,PATIENCE,a
13,1592803827849,22/06/2020 05:30:27,1592803826255,1,22/06/2020 06:30:26,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,14,11,1,Screen 2,Zone2,continue_button,970.499999995809,,,,,0,1,0,,,,,1,study,article-a.jpeg,,MAGAZINE,ARTICLE,a
14,1592803829234,22/06/2020 05:30:29,1592803827648,1,22/06/2020 06:30:27,20464,5,task-64r3,,5727503,BLIND,1600079,,complete,,5ef041548c1451032f9e68d3,mobile,undefined undefined,Android 8.1.0,Chrome 81.0.4044.138,750x360,666x268,,Recog,4,Sh2,I consent,sf2,4,12,1,Screen 2,Zone2,continue_button,1332.700000028126,,,,,0,1,0,,,,,1,study,potato-sf.jpeg,,CHIP,POTATO,sf
