Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-85j6,branch-4ivo,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,imagefile,ANSWER,CUE, TARGET,font
44,1592803591398,22/06/2020 05:26:31,1592803590486,-4,22/06/2020 01:26:30,20464,5,task-64r3,,5727303,BLIND,1600010,,complete,,5ef04029835e231dbc230503,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1366x768,1366x625,,Recog,4,Sh2,I consent,sf2,43,17,1,Screen 2,Zone2,response_text_entry,1421.4849999989383,,,,1,0,1,0,,,,,2,test,blow-a.jpeg,,WIND,BLOW,a
45,1592803592881,22/06/2020 05:26:32,1592803591991,-4,22/06/2020 01:26:31,20464,5,task-64r3,,5727303,BLIND,1600010,,complete,,5ef04029835e231dbc230503,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1366x768,1366x625,,Recog,4,Sh2,I consent,sf2,29,18,1,Screen 2,Zone2,response_text_entry,1436.5100000286475,,,,1,0,1,0,,,,,2,test,yard-sf.jpeg,,FENCE,YARD,sf
46,1592803596197,22/06/2020 05:26:36,1592803595308,-4,22/06/2020 01:26:35,20464,5,task-64r3,,5727303,BLIND,1600010,,complete,,5ef04029835e231dbc230503,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1366x768,1366x625,,Recog,4,Sh2,I consent,sf2,31,19,1,Screen 2,Zone2,response_text_entry,3261.625000042841,,,Sheep,1,0,1,0,,,,,2,test,sheep-sf.jpeg,,HERD,SHEEP,sf
47,1592803599889,22/06/2020 05:26:39,1592803598985,-4,22/06/2020 01:26:38,20464,5,task-64r3,,5727303,BLIND,1600010,,complete,,5ef04029835e231dbc230503,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1366x768,1366x625,,Recog,4,Sh2,I consent,sf2,41,20,1,Screen 2,Zone2,response_text_entry,3620.1649999711663,,,Patience,1,0,1,0,,,,,2,test,patience-a.jpeg,,VIRTUE,PATIENCE,a
48,1592803600061,22/06/2020 05:26:40,1592803599005,-4,22/06/2020 01:26:39,20464,5,task-64r3,,5727303,BLIND,1600010,,complete,,5ef04029835e231dbc230503,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1366x768,1366x625,,Recog,4,Sh2,I consent,,,END TASK,,,,,172686,,,,,0,1,0,,,,,,,,,,,
1,1592803441773,22/06/2020 05:24:01,1592803441630,-5,22/06/2020 00:24:01,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,
2,1592803445584,22/06/2020 05:24:05,1592803445480,-5,22/06/2020 00:24:05,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,1,1,1,Screen 1,advancementZone,continue_button,3806,,,,,0,1,0,,,,,,introduction,,,,,
3,1592803448006,22/06/2020 05:24:08,1592803447895,-5,22/06/2020 00:24:07,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,13,1,1,Screen 2,Zone2,continue_button,2401,,,,,0,1,0,,,,,1,study,contact-a.jpeg,,LENS,CONTACT,a
4,1592803449970,22/06/2020 05:24:09,1592803449878,-5,22/06/2020 00:24:09,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,4,2,1,Screen 2,Zone2,continue_button,1971,,,,,0,1,0,,,,,1,study,potato-sf.jpeg,,CHIP,POTATO,sf
5,1592803452069,22/06/2020 05:24:12,1592803451973,-5,22/06/2020 00:24:11,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,16,3,1,Screen 2,Zone2,continue_button,2083,,,,,0,1,0,,,,,1,study,trail-a.jpeg,,PATH,TRAIL,a
6,1592803453492,22/06/2020 05:24:13,1592803453388,-5,22/06/2020 00:24:13,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,18,4,1,Screen 2,Zone2,continue_button,1401,,,,,0,1,0,,,,,1,study,wheel-sf.jpeg,,TIRE,WHEEL,sf
7,1592803455460,22/06/2020 05:24:15,1592803455373,-5,22/06/2020 00:24:15,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,5,5,1,Screen 2,Zone2,continue_button,1971,,,,,0,1,0,,,,,1,study,swim-a.jpeg,,DIVE,SWIM,a
8,1592803457242,22/06/2020 05:24:17,1592803457143,-5,22/06/2020 00:24:17,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,6,6,1,Screen 2,Zone2,continue_button,1757,,,,,0,1,0,,,,,1,study,boss-a.jpeg,,EMPLOYEE,BOSS,a
9,1592803459851,22/06/2020 05:24:19,1592803459744,-5,22/06/2020 00:24:19,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,19,7,1,Screen 2,Zone2,continue_button,2589,,,,,0,1,0,,,,,1,study,patience-a.jpeg,,VIRTUE,PATIENCE,a
10,1592803462236,22/06/2020 05:24:22,1592803462142,-5,22/06/2020 00:24:22,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,17,8,1,Screen 2,Zone2,continue_button,2386,,,,,0,1,0,,,,,1,study,apart-sf.jpeg,,SEPARATE,APART,sf
11,1592803464463,22/06/2020 05:24:24,1592803464362,-5,22/06/2020 00:24:24,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,14,9,1,Screen 2,Zone2,continue_button,2208,,,,,0,1,0,,,,,1,study,article-a.jpeg,,MAGAZINE,ARTICLE,a
12,1592803466714,22/06/2020 05:24:26,1592803466629,-5,22/06/2020 00:24:26,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,21,10,1,Screen 2,Zone2,continue_button,2257,,,,,0,1,0,,,,,1,study,blow-a.jpeg,,WIND,BLOW,a
13,1592803468605,22/06/2020 05:24:28,1592803468525,-5,22/06/2020 00:24:28,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,10,11,1,Screen 2,Zone2,continue_button,1885,,,,,0,1,0,,,,,1,study,happiness-sf.jpeg,,JOY,HAPPINESS,sf
14,1592803470217,22/06/2020 05:24:30,1592803470118,-5,22/06/2020 00:24:30,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,8,12,1,Screen 2,Zone2,continue_button,1582,,,,,0,1,0,,,,,1,study,protect-sf.jpeg,,GUARD,PROTECT,sf
15,1592803472503,22/06/2020 05:24:32,1592803472411,-5,22/06/2020 00:24:32,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,3,13,1,Screen 2,Zone2,continue_button,2284,,,,,0,1,0,,,,,1,study,deaf-sf.jpeg,,BLIND,DEAF,sf
16,1592803474520,22/06/2020 05:24:34,1592803474425,-5,22/06/2020 00:24:34,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,15,14,1,Screen 2,Zone2,continue_button,2004,,,,,0,1,0,,,,,1,study,tense-a.jpeg,,NERVOUS,TENSE,a
17,1592803477129,22/06/2020 05:24:37,1592803477021,-5,22/06/2020 00:24:37,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,12,15,1,Screen 2,Zone2,continue_button,2584,,,,,0,1,0,,,,,1,study,sharp-sf.jpeg,,KNIFE,SHARP,sf
18,1592803479134,22/06/2020 05:24:39,1592803479043,-5,22/06/2020 00:24:39,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,2,16,1,Screen 2,Zone2,continue_button,2015,,,,,0,1,0,,,,,1,study,crash-a.jpeg,,ACCIDENT,CRASH,a
19,1592803481543,22/06/2020 05:24:41,1592803481449,-5,22/06/2020 00:24:41,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,20,17,1,Screen 2,Zone2,continue_button,2397,,,,,0,1,0,,,,,1,study,candle-sf.jpeg,,WAX,CANDLE,sf
20,1592803483246,22/06/2020 05:24:43,1592803483165,-5,22/06/2020 00:24:43,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,11,18,1,Screen 2,Zone2,continue_button,1706,,,,,0,1,0,,,,,1,study,destory-a.jpeg,,KILL,DESTROY,a
21,1592803484907,22/06/2020 05:24:44,1592803484824,-5,22/06/2020 00:24:44,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,9,19,1,Screen 2,Zone2,continue_button,1643,,,,,0,1,0,,,,,1,study,sheep-sf.jpeg,,HERD,SHEEP,sf
22,1592803486626,22/06/2020 05:24:46,1592803486516,-5,22/06/2020 00:24:46,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,7,20,1,Screen 2,Zone2,continue_button,1680,,,,,0,1,0,,,,,1,study,yard-sf.jpeg,,FENCE,YARD,sf
23,1592803499113,22/06/2020 05:24:59,1592803499024,-5,22/06/2020 00:24:59,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,22,1,1,Screen 1,Zone2,response_text_entry,12489,,,0,,0,1,0,,,,,,JOLs,,,,,
24,1592803499283,22/06/2020 05:24:59,1592803499025,-5,22/06/2020 00:24:59,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,22,1,1,Screen 1,Zone5,continue_button,12489,,,,,0,1,0,,,,,,JOLs,,,,,
25,1592803503090,22/06/2020 05:25:03,1592803503013,-5,22/06/2020 00:25:03,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,22,1,2,Screen 2,Zone2,response_text_entry,3978,,,0,,0,1,0,,,,,,JOLs,,,,,
26,1592803503295,22/06/2020 05:25:03,1592803503014,-5,22/06/2020 00:25:03,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,22,1,2,Screen 2,Zone5,continue_button,3978,,,,,0,1,0,,,,,,JOLs,,,,,
27,1592803508418,22/06/2020 05:25:08,1592803508325,-5,22/06/2020 00:25:08,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,23,1,1,Screen 1,advancementZone,continue_button,5301,,,,,0,1,0,,,,,,testinstruc,,,,,
28,1592803513523,22/06/2020 05:25:13,1592803513430,-5,22/06/2020 00:25:13,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,32,1,1,Screen 2,Zone2,response_text_entry,5095,,,happiness,1,0,1,0,,,,,2,test,happiness-sf.jpeg,,JOY,HAPPINESS,sf
29,1592803515885,22/06/2020 05:25:15,1592803515803,-5,22/06/2020 00:25:15,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,35,2,1,Screen 2,Zone2,response_text_entry,2362,,,contact,1,0,1,0,,,,,2,test,contact-a.jpeg,,LENS,CONTACT,a
30,1592803517533,22/06/2020 05:25:17,1592803517426,-5,22/06/2020 00:25:17,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,34,3,1,Screen 2,Zone2,response_text_entry,1610,,,sharp,1,0,1,0,,,,,2,test,sharp-sf.jpeg,,KNIFE,SHARP,sf
31,1592803520565,22/06/2020 05:25:20,1592803520464,-5,22/06/2020 00:25:20,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,39,4,1,Screen 2,Zone2,response_text_entry,3026,,,apart,1,0,1,0,,,,,2,test,apart-sf.jpeg,,SEPARATE,APART,sf
32,1592803522910,22/06/2020 05:25:22,1592803522815,-5,22/06/2020 00:25:22,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,33,5,1,Screen 2,Zone2,response_text_entry,2336,,,destroy,1,0,1,0,,,,,2,test,destory-a.jpeg,,KILL,DESTROY,a
33,1592803524596,22/06/2020 05:25:24,1592803524500,-5,22/06/2020 00:25:24,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,25,6,1,Screen 2,Zone2,response_text_entry,1674,,,,1,0,1,0,,,,,2,test,deaf-sf.jpeg,,BLIND,DEAF,sf
34,1592803526887,22/06/2020 05:25:26,1592803526805,-5,22/06/2020 00:25:26,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,28,7,1,Screen 2,Zone2,response_text_entry,2295,,,boss,1,0,1,0,,,,,2,test,boss-a.jpeg,,EMPLOYEE,BOSS,a
35,1592803528708,22/06/2020 05:25:28,1592803528617,-5,22/06/2020 00:25:28,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,42,8,1,Screen 2,Zone2,response_text_entry,1802,,,candle,1,0,1,0,,,,,2,test,candle-sf.jpeg,,WAX,CANDLE,sf
36,1592803530013,22/06/2020 05:25:30,1592803529920,-5,22/06/2020 00:25:29,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,37,9,1,Screen 2,Zone2,response_text_entry,1292,,,,1,0,1,0,,,,,2,test,tense-a.jpeg,,NERVOUS,TENSE,a
37,1592803531824,22/06/2020 05:25:31,1592803531702,-5,22/06/2020 00:25:31,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,36,10,1,Screen 2,Zone2,response_text_entry,1772,,,,1,0,1,0,,,,,2,test,article-a.jpeg,,MAGAZINE,ARTICLE,a
38,1592803534314,22/06/2020 05:25:34,1592803534228,-5,22/06/2020 00:25:34,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,40,11,1,Screen 2,Zone2,response_text_entry,2515,,,wheel,1,0,1,0,,,,,2,test,wheel-sf.jpeg,,TIRE,WHEEL,sf
39,1592803536830,22/06/2020 05:25:36,1592803536728,-5,22/06/2020 00:25:36,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,30,12,1,Screen 2,Zone2,response_text_entry,2492,,,protect,1,0,1,0,,,,,2,test,protect-sf.jpeg,,GUARD,PROTECT,sf
40,1592803539733,22/06/2020 05:25:39,1592803539605,-5,22/06/2020 00:25:39,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,41,13,1,Screen 2,Zone2,response_text_entry,2868,,,patience,1,0,1,0,,,,,2,test,patience-a.jpeg,,VIRTUE,PATIENCE,a
41,1592803541388,22/06/2020 05:25:41,1592803541297,-5,22/06/2020 00:25:41,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,31,14,1,Screen 2,Zone2,response_text_entry,1681,,,sheep,1,0,1,0,,,,,2,test,sheep-sf.jpeg,,HERD,SHEEP,sf
42,1592803543189,22/06/2020 05:25:43,1592803543098,-5,22/06/2020 00:25:43,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,43,15,1,Screen 2,Zone2,response_text_entry,1792,,,blow,1,0,1,0,,,,,2,test,blow-a.jpeg,,WIND,BLOW,a
43,1592803545184,22/06/2020 05:25:45,1592803545082,-5,22/06/2020 00:25:45,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,24,16,1,Screen 2,Zone2,response_text_entry,1976,,,,1,0,1,0,,,,,2,test,crash-a.jpeg,,ACCIDENT,CRASH,a
44,1592803548161,22/06/2020 05:25:48,1592803548055,-5,22/06/2020 00:25:48,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,27,17,1,Screen 2,Zone2,response_text_entry,2963,,,,1,0,1,0,,,,,2,test,swim-a.jpeg,,DIVE,SWIM,a
45,1592803550731,22/06/2020 05:25:50,1592803550650,-5,22/06/2020 00:25:50,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,26,18,1,Screen 2,Zone2,response_text_entry,2586,,,potato,1,0,1,0,,,,,2,test,potato-sf.jpeg,,CHIP,POTATO,sf
46,1592803552809,22/06/2020 05:25:52,1592803552715,-5,22/06/2020 00:25:52,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,38,19,1,Screen 2,Zone2,response_text_entry,2060,,,trail,1,0,1,0,,,,,2,test,trail-a.jpeg,,PATH,TRAIL,a
47,1592803556057,22/06/2020 05:25:56,1592803555964,-5,22/06/2020 00:25:55,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,sf2,29,20,1,Screen 2,Zone2,response_text_entry,3240,,,yard,1,0,1,0,,,,,2,test,yard-sf.jpeg,,FENCE,YARD,sf
48,1592803556229,22/06/2020 05:25:56,1592803555966,-5,22/06/2020 00:25:55,20464,5,task-64r3,,5727306,BLIND,1600016,,complete,,5ef0403d9af59155a2a2e658,computer,Desktop or Laptop,Mac OS 10.14,Firefox 73.0,1440x900,1339x762,,Recog,4,Sh2,I consent,,,END TASK,,,,,114336,,,,,0,1,0,,,,,,,,,,,
1,1592803446429,22/06/2020 05:24:06,1592803446701,-7,21/06/2020 22:24:06,20464,5,task-64r3,,5727309,BLIND,1600014,,complete,,5ef0403ad86f705546e52dd8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,958x923,,Recog,4,Sh2,I consent,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,
2,1592803462681,22/06/2020 05:24:22,1592803462966,-7,21/06/2020 22:24:22,20464,5,task-64r3,,5727309,BLIND,1600014,,complete,,5ef0403ad86f705546e52dd8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,958x923,,Recog,4,Sh2,I consent,sf2,1,1,1,Screen 1,advancementZone,continue_button,16237.269999983255,,,,,0,1,0,,,,,,introduction,,,,,
3,1592803467951,22/06/2020 05:24:27,1592803468252,-7,21/06/2020 22:24:28,20464,5,task-64r3,,5727309,BLIND,1600014,,complete,,5ef0403ad86f705546e52dd8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,958x923,,Recog,4,Sh2,I consent,sf2,18,1,1,Screen 2,Zone2,continue_button,5277.425000007497,,,,,0,1,0,,,,,1,study,wheel-sf.jpeg,,TIRE,WHEEL,sf
4,1592803472409,22/06/2020 05:24:32,1592803472704,-7,21/06/2020 22:24:32,20464,5,task-64r3,,5727309,BLIND,1600014,,complete,,5ef0403ad86f705546e52dd8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,958x923,,Recog,4,Sh2,I consent,sf2,2,2,1,Screen 2,Zone2,continue_button,4443.999999988591,,,,,0,1,0,,,,,1,study,crash-a.jpeg,,ACCIDENT,CRASH,a
5,1592803479166,22/06/2020 05:24:39,1592803479456,-7,21/06/2020 22:24:39,20464,5,task-64r3,,5727309,BLIND,1600014,,complete,,5ef0403ad86f705546e52dd8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,958x923,,Recog,4,Sh2,I consent,sf2,3,3,1,Screen 2,Zone2,continue_button,6746.274999983143,,,,,0,1,0,,,,,1,study,deaf-sf.jpeg,,BLIND,DEAF,sf
6,1592803481232,22/06/2020 05:24:41,1592803481385,-7,21/06/2020 22:24:41,20464,5,task-64r3,,5727309,BLIND,1600014,,complete,,5ef0403ad86f705546e52dd8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,958x923,,Recog,4,Sh2,I consent,sf2,21,4,1,Screen 2,Zone2,continue_button,1921.7650000064168,,,,,0,1,0,,,,,1,study,blow-a.jpeg,,WIND,BLOW,a
7,1592803482879,22/06/2020 05:24:42,1592803483174,-7,21/06/2020 22:24:43,20464,5,task-64r3,,5727309,BLIND,1600014,,complete,,5ef0403ad86f705546e52dd8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,958x923,,Recog,4,Sh2,I consent,sf2,12,5,1,Screen 2,Zone2,continue_button,1784.3599999905564,,,,,0,1,0,,,,,1,study,sharp-sf.jpeg,,KNIFE,SHARP,sf
8,1592803484076,22/06/2020 05:24:44,1592803484376,-7,21/06/2020 22:24:44,20464,5,task-64r3,,5727309,BLIND,1600014,,complete,,5ef0403ad86f705546e52dd8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,958x923,,Recog,4,Sh2,I consent,sf2,19,6,1,Screen 2,Zone2,continue_button,1197.3050000087824,,,,,0,1,0,,,,,1,study,patience-a.jpeg,,VIRTUE,PATIENCE,a
9,1592803485782,22/06/2020 05:24:45,1592803486067,-7,21/06/2020 22:24:46,20464,5,task-64r3,,5727309,BLIND,1600014,,complete,,5ef0403ad86f705546e52dd8,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1920x1080,958x923,,Recog,4,Sh2,I consent,sf2,16,7,1,Screen 2,Zone2,continue_button,1684.994999988703,,,,,0,1,0,,,,,1,study,trail-a.jpeg,,PATH,TRAIL,a
