"","participant_private_id","testexpt","normal","SF"
"183",1531709,"low",889.651595746127,1146.22765956595
"184",1531712,"low",711.276595744681,650.361702127659
"185",1531715,"low",1079.89361702128,1161.06382978723
"186",1531716,"low",613.833085106307,477.105957446761
"187",1531718,"low",1116.97627659367,815.1920212834
"188",1531720,"low",464.221382989211,549.825957431359
"189",1531721,"low",1948.72638297871,2845.10308510633
"190",1531722,"low",564.803297879135,752.889255314392
"191",1531723,"low",1156.54159575314,1157.44063828854
"192",1531725,"low",233.346063827605,255.740425530251
"193",1531730,"high",544.725531914894,563.685106382979
"194",1531731,"low",825.439574454535,837.70691488493
"195",1531732,"high",2533.22148936531,3992.72904255207
"196",1531733,"low",1806.53191489362,2840.59574468085
"197",1531734,"low",964.761382978821,1207.86021276442
"198",1531735,"low",1386.72340425532,1632.57446808511
"199",1531736,"low",657.755000009003,765.222553189775
"200",1531738,"low",1845.37351063726,1862.36042553216
"201",1531739,"low",861.732234043921,927.389680878556
"202",1531740,"low",368.544680849114,411.426170215139
"203",1531741,"low",379.629255321986,499.616382975488
"204",1531742,"low",1196.753297873,491.541170215412
"205",1531744,"low",1004.10638297747,1204.78723404193
"206",1531745,"low",590.95744680851,610.191489361701
"207",1531748,"low",610.271170216444,818.407340427276
"208",1531751,"low",1734.0087234038,1798.43191489357
"209",1531765,"high",1446.62819148978,1639.82595744954
"210",1531777,"high",552.276595744681,560.446808510638
"211",1531778,"high",2267.49765957449,2240.9227659571
"212",1531783,"high",1108.47074467877,1197.14712766197
"213",1531785,"high",1238.06382978723,1243.91489361702
"214",1531795,"high",1784.72776595563,1884.30340423625
"215",1531797,"high",2952.19361702069,3652.31500000648
"216",1531804,"high",1721.28244680774,1649.64744680873
"217",1531812,"high",475.702127659574,480.851063829787
"218",1531819,"high",2452.54329787235,515.822127659683
"219",1531820,"high",899.632021276617,1201.31829787234
"220",1531822,"high",2589.10138299193,2581.25499999052
"221",1531824,"high",977.580106420878,1503.12882978865
"222",1531826,"high",2373.31265957448,1152.68212765958
"223",1531834,"high",749.374468089453,868.196489361234
"224",1531840,"high",782.301489357896,1155.92712766189
"225",1531843,"high",2071.9351063828,2120.94499999992
"226",1531844,"high",802.574468075615,424.370531901777
"227",1531845,"high",623.162021276546,624.62744680933
"228",1531847,"high",499.812765957068,663.796595744606
"229",1531851,"high",820.394893617746,702.548617006656
"230",1531854,"high",1209.99063829337,1100.02085107052
"231",1531859,"high",741.186276597139,849.78234042795
"232",1531862,"high",2035.90808510582,1048.13968084327
"233",1531864,"high",1386.49191489435,1393.78861702101
"234",1531873,"high",372.106382978724,363.617021276597
"235",1531875,"high",749.974893614095,723.198191491897
"236",1531877,"high",539.300425542875,796.224787236845
"237",1531878,"high",1441.16755319107,1315.94074468089
"238",1531879,"high",451.255319148936,622.723404255319
"239",1531880,"high",1079.34042553191,977.170212765957
"240",1531881,"high",471.032340426315,594.583297872227
"241",1531883,"high",561.125531915248,678.138297872755
"242",1531884,"high",773.492553191491,722.001489361694
"243",1531890,"high",714.276595744681,990.765957446809
"244",1531900,"high",1227.54478721602,1161.63702125839
"245",1531902,"high",511.41553191701,557.83648936182
"246",1531907,"high",2331.4255319149,2485.93617021277
"247",1531909,"high",472.015106376815,1671.02085107422
"248",1531911,"high",742.3391489362,667.100957446816
"249",1531914,"high",458.836489362008,434.677978722438
"250",1531918,"high",999.99361703212,1199.16191486087
"251",1531929,"high",4975.95957446824,1807.76170212773
"252",1531931,"high",952.8085106383,996.680851063829
"253",1531932,"high",1634.01404254515,1754.44574467838
"254",1531933,"high",1151.2623404232,1331.63478724074
"255",1531940,"high",832.63829787234,933.553191489362
"256",1531941,"high",896.446808510638,777.212765957447
"257",1531942,"high",1151.30872335879,1074.46414892106
"258",1531944,"high",1404.59244680853,1401.37287234035
"259",1531951,"high",773.893617021277,819.382978723404
"260",1531962,"high",574.308510638298,640.331914893616
"261",1531968,"high",697.155851060822,679.500212766567
"262",1531969,"high",5068.24872341562,2021.4199999922
"263",1531973,"high",1775.3170212766,1051.58085106383
"264",1531975,"high",2017.87723404259,2349.22574468061
"265",1531980,"high",1001.74468085106,1086.63829787234
"266",1531982,"high",999.846382978115,1286.08925529617
"267",1531983,"high",1394,1530
"268",1531984,"high",816.512127657683,854.374787236435
"269",1531985,"high",1131.53617021608,2154.1185106344
"270",1531986,"high",5123.19159574443,4434.56978723407
"271",1531987,"high",696.802127659581,821.529787233885
"272",1531988,"high",1470.30489360963,1514.17659575793
"273",1531989,"high",1989.34042553191,3482.25531914893
"274",1532152,"low",2542.98489361711,2521.03031914877
"275",1532156,"low",592.829787234043,673.489361702126
"276",1532157,"low",1441.99999999999,1264.70212765957
"277",1532158,"low",2877,2574.1914893617
"278",1532160,"low",471.425531914894,536.744680851064
"279",1532175,"high",919.385744683554,1298.38659574446
"280",1532177,"high",1169.36212765958,1563.53797872369
"281",1532178,"high",4718.50021275137,4794.6326595736
"282",1532183,"high",772.229893617282,930.913617021244
"283",1532189,"high",792.302872340436,681.486489361711
"284",1532209,"low",1016.65957446809,1035.8085106383
"285",1532211,"low",669.012765958657,659.970212768654
"286",1532218,"high",713.721276596226,768.608510638668
"287",1532220,"high",1177.56223404022,1366.04776596428
"288",1532226,"low",3216.90595744672,5068.06446808549
"289",1532271,"low",511.407553192607,480.555638299693
"290",1532309,"low",588.774787228644,918.394680850782
"291",1532543,"high",752.392553201718,514.612340422823
"292",1532550,"high",589.2131914898,674.477021276308
"293",1690573,"high",742.228617024747,765.549680864577
"294",1690598,"high",819.425531914894,1063.93617021277
"295",1690606,"high",1046.80744680933,2116.24819149035
"296",1690607,"high",3281.48638298041,1421.42191488157
"297",1690608,"high",1192.74585106381,1704.40010638299
"298",1690611,"high",1877.7009574468,1690.19191489361
"299",1690623,"high",1178.59968085106,1236.59648936171
"300",1690626,"high",647.348936167892,651.142553191637
"301",1690629,"high",455.715638296827,478.18202127336
"302",1690640,"high",642.516489366089,841.292127658504
"303",1690642,"high",459.212765957447,469.957446808511
"304",1690644,"high",2027.85106382979,1893.23404255319
"305",1690645,"high",472.38553191524,419.234148935697
"306",1690646,"high",688.280851066241,710.580531916423
"307",1690649,"high",4450.97872340426,4789.78723404255
"308",1690661,"high",1681.70212765957,1839.02127659574
"309",1690666,"high",2630.3070212536,2770.88851063572
"310",1690668,"high",4933.76595744681,6057.74468085106
"311",1690670,"high",1899.70936170215,1895.63606382978
"312",1690674,"high",471.914893617022,447.723404255319
"313",1690675,"high",4473.55414893444,2629.77148935773
"314",1690676,"high",899.085106382979,1127.14893617021
"315",1690680,"high",5705.9929787229,4952.23063829868
"316",1690683,"high",308.809574515103,542.247872373604
"317",1690684,"high",4460.21914893603,4313.89148936185
"318",1690690,"high",524.527127626649,621.619255381062
"319",1690691,"high",706.561489370057,842.9167021383
"320",1690695,"high",1668.65287234194,1675.05957446175
"321",1690696,"high",3483.72702127783,3394.34031915152
"322",1690699,"high",834.489361702127,639.446808510638
"323",1690700,"high",508.001914894347,625.835212769898
"324",1690704,"high",709.259787235072,1079.43223404173
"325",1690708,"high",666.670425531846,809.224255319234
"326",1690946,"high",1987.36382978522,2145.11893616811
"327",1690957,"high",1894.81446807065,2570.26585107273
