"","id","font","cond","acc"
"416","5fc39fb1dfcbb7597a596070","SF","self-paced",0.166666666666667
"417","5fc460087eebcc8af045e624","flu","self-paced",0.333333333333333
"418","5fc460087eebcc8af045e624","SF","self-paced",0.25
"419","5fc6907fb32596070b55ad28","flu","self-paced",0.333333333333333
"420","5fc6907fb32596070b55ad28","SF","self-paced",0.666666666666667
"421","5fc838109e99f3178d83db35","flu","self-paced",0.75
"422","5fc838109e99f3178d83db35","SF","self-paced",0.666666666666667
"423","5fc843f1d115ef1b7d60a2a8","flu","timed",0.333333333333333
"424","5fc843f1d115ef1b7d60a2a8","SF","timed",0.583333333333333
"425","5fca78e0721e0f10a3b188ee","flu","timed",0.333333333333333
"426","5fca78e0721e0f10a3b188ee","SF","timed",0.166666666666667
"427","5fcac27c64514e7530482d6b","flu","self-paced",0.166666666666667
"428","5fcac27c64514e7530482d6b","SF","self-paced",0
"429","5fd4fd9ea4bf792ea50edca1","flu","self-paced",0.5
"430","5fd4fd9ea4bf792ea50edca1","SF","self-paced",0.5
"431","5fd517040d634031709c62cc","flu","self-paced",0.416666666666667
"432","5fd517040d634031709c62cc","SF","self-paced",0.5
"433","5fd5170d85f88c32434b6dbd","flu","self-paced",0
"434","5fd5170d85f88c32434b6dbd","SF","self-paced",0
"435","5fd716f06e64af68413697b9","flu","self-paced",1
"436","5fd716f06e64af68413697b9","SF","self-paced",1
"437","5fd8fa9fe3104a126ead94ae","flu","timed",0.416666666666667
"438","5fd8fa9fe3104a126ead94ae","SF","timed",0.5
"439","5fda666c8ffdad47d686f05d","flu","self-paced",0.166666666666667
"440","5fda666c8ffdad47d686f05d","SF","self-paced",0.25
"441","5fdb7dac4c7aaa9095ca1f4f","flu","self-paced",0
"442","5fdb7dac4c7aaa9095ca1f4f","SF","self-paced",0
"443","5fdba0fa8929f002d77a2aef","flu","self-paced",0.0833333333333333
"444","5fdba0fa8929f002d77a2aef","SF","self-paced",0.166666666666667
"445","5fdbae0584b3a90525410347","flu","self-paced",0.916666666666667
"446","5fdbae0584b3a90525410347","SF","self-paced",0.416666666666667
"447","5fdbbf7fbd6f23087929ced8","flu","self-paced",0.333333333333333
"448","5fdbbf7fbd6f23087929ced8","SF","self-paced",0.166666666666667
"449","5fdbc71383f6af04b9a041ad","flu","self-paced",0
"450","5fdbc71383f6af04b9a041ad","SF","self-paced",0
"451","5fe15765ead1703dc4921466","flu","self-paced",1
"452","5fe15765ead1703dc4921466","SF","self-paced",1
"453","5fe3a3658bcb1f09395ae454","flu","self-paced",0.833333333333333
"454","5fe3a3658bcb1f09395ae454","SF","self-paced",0.75
"455","5fe4bc4c5474cd26200e2e01","flu","self-paced",0.0833333333333333
"456","5fe4bc4c5474cd26200e2e01","SF","self-paced",0.333333333333333
"457","5fe6c6d0d4f1e4025106537b","flu","self-paced",0.333333333333333
"458","5fe6c6d0d4f1e4025106537b","SF","self-paced",0.416666666666667
"459","5fe904bfeed16d83193f03a6","flu","timed",0.166666666666667
"460","5fe904bfeed16d83193f03a6","SF","timed",0.166666666666667
"461","5fe92034eb52708677664918","flu","self-paced",0.333333333333333
"462","5fe92034eb52708677664918","SF","self-paced",0.25
"463","5fe95a890d786d3acd6efd81","flu","self-paced",0.0833333333333333
"464","5fe95a890d786d3acd6efd81","SF","self-paced",0.0833333333333333
