key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,cb.thisRepN,cb.thisTrialN,cb.thisN,cb.thisIndex,cb.ran,Itempairs,Forward,Backward,AbsoluteValue,cue1,targ1,font,images,participant,turkid,Age,Did you learn English before the age of 4?,date,expName,psychopyVersion,OS,frameRate,atypic_slider.response,atypic_slider.rt,normal_slider.response,normal_slider.rt,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.clicked_name,textbox.text,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,correctAns,textbox_response,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name
y,7.34313,-0.00461354,-0.325836287,1,0,0,7.610305,cont1,-0.00461354,-0.325836287,1,0,0,1.500235,stop_stud,0,0,0,17,1,range rifle,0.015,0.028,0.013,range,rifle,flu,images/range-rifle-arial1.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.325836287,1,0,0,1.35032,stop_stud,0,1,1,8,1,lunch supper,0.019,0.028,0.009,lunch,supper,flu,images/lunch-supper-arial1.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.305075042,1,0,0,2.41041,stop_stud,0,2,2,4,1,curve shape,0.018,0.011,0.007,curve,shape,flu,images/curve-shape-arial1.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.305075042,1,0,0,1.797115,stop_stud,0,3,3,2,1,child mother,0.03,0.01,0.02,child,mother,SF,images/child-mother-sf.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.305075042,1,0,0,1.718045,stop_stud,0,4,4,0,1,angle corner,0.02,0.029,0.009,angle,corner,SF,images/angle-corner-sf.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.305075042,1,0,0,1.999585,stop_stud,0,5,5,7,1,group meeting,0.027,0.041,0.014,group,meeting,SF,images/group-meeting-sf.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.305075042,1,0,0,1.47761,stop_stud,0,6,6,20,1,stick branch,0.067,0.047,0.02,stick,branch,SF,images/stick-branch-sf.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.305075042,1,0,0,1.580425,stop_stud,0,7,7,9,1,nation state,0.042,0.055,0.013,nation,state,flu,images/nation-state-arial1.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.305075042,1,0,0,1.379505,stop_stud,0,8,8,22,1,throat voice,0.039,0.02,0.019,throat ,voice ,SF,images/throat-voice-sf.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.305075042,1,0,0,1.270125,stop_stud,0,9,9,16,1,quarter dollar,0.061,0.027,0.034,quarter,dollar,flu,images/quarter-dollar-arial1.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.305075042,1,0,0,1.2578,stop_stud,0,10,10,1,1,block street,0.04,0.019,0.021,block,street,SF,images/block-street-sf.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,-0.00461354,-0.305075042,1,0,0,1.329245,stop_stud,0,11,11,19,1,sheet cover,0.021,0.053,0.032,sheet,cover,SF,images/sheet-cover-sf.png,,A314XJY8V1YL12,48,Yes,2020-12-29_14h31.38.823,weird_font_low_1,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
