key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,cb.thisRepN,cb.thisTrialN,cb.thisN,cb.thisIndex,cb.ran,Forward,Backward,AbsoluteValue,cue1,targ1,font,images,participant,date,expName,psychopyVersion,OS,frameRate,study_id,session,atypic_slider.response,atypic_slider.rt,normal_slider.response,normal_slider.rt,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.clicked_name,textbox.text,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,correctAns,textbox_response,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name
y,8.621615,-0.003496778,-0.311068448,1,0,0,16.353265,cont1,0,0,0,18,1,0.015,0.024,0.009,report,weather,SF,images/report-weather-sf.png,5cbdc6f1214b1a0015ccfbab,2020-12-28_17h59.19.132,weird_font_low_1,2020.2.10,Linux x86_64,60,5fea53ffbc4c4da6e0d31b4a,5fea632f0c041ea75c2279c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,1,1,22,1,0.039,0.02,0.019,throat ,voice ,flu,images/throat-voice-arial1.png,5cbdc6f1214b1a0015ccfbab,2020-12-28_17h59.19.132,weird_font_low_1,2020.2.10,Linux x86_64,60,5fea53ffbc4c4da6e0d31b4a,5fea632f0c041ea75c2279c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,2,2,20,1,0.067,0.047,0.02,stick,branch,flu,images/stick-branch-arial1.png,5cbdc6f1214b1a0015ccfbab,2020-12-28_17h59.19.132,weird_font_low_1,2020.2.10,Linux x86_64,60,5fea53ffbc4c4da6e0d31b4a,5fea632f0c041ea75c2279c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,3,3,9,1,0.042,0.055,0.013,nation,state,SF,images/nation-state-sf.png,5cbdc6f1214b1a0015ccfbab,2020-12-28_17h59.19.132,weird_font_low_1,2020.2.10,Linux x86_64,60,5fea53ffbc4c4da6e0d31b4a,5fea632f0c041ea75c2279c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,4,4,5,1,0.033,0.027,0.006,engine,machine,SF,images/engine-machine-sf.png,5cbdc6f1214b1a0015ccfbab,2020-12-28_17h59.19.132,weird_font_low_1,2020.2.10,Linux x86_64,60,5fea53ffbc4c4da6e0d31b4a,5fea632f0c041ea75c2279c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,5,5,14,1,0.036,0.031,0.005,paint,picture,SF,images/paint-picture-sf.png,5cbdc6f1214b1a0015ccfbab,2020-12-28_17h59.19.132,weird_font_low_1,2020.2.10,Linux x86_64,60,5fea53ffbc4c4da6e0d31b4a,5fea632f0c041ea75c2279c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,6,6,16,1,0.061,0.027,0.034,quarter,dollar,SF,images/quarter-dollar-sf.png,5cbdc6f1214b1a0015ccfbab,2020-12-28_17h59.19.132,weird_font_low_1,2020.2.10,Linux x86_64,60,5fea53ffbc4c4da6e0d31b4a,5fea632f0c041ea75c2279c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,7,7,21,1,0.016,0.012,0.004,taste,touch,flu,images/taste-touch-arial1.png,5cbdc6f1214b1a0015ccfbab,2020-12-28_17h59.19.132,weird_font_low_1,2020.2.10,Linux x86_64,60,5fea53ffbc4c4da6e0d31b4a,5fea632f0c041ea75c2279c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,8,8,12,1,0.014,0.021,0.007,object,symbol,flu,images/object-symbol-arial1.png,5cbdc6f1214b1a0015ccfbab,2020-12-28_17h59.19.132,weird_font_low_1,2020.2.10,Linux x86_64,60,5fea53ffbc4c4da6e0d31b4a,5fea632f0c041ea75c2279c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,9,9,23,1,0.051,0.049,0.002,train,plane,SF,images/train-plane-sf.png,5cbdc6f1214b1a0015ccfbab,2020-12-28_17h59.19.132,weird_font_low_1,2020.2.10,Linux x86_64,60,5fea53ffbc4c4da6e0d31b4a,5fea632f0c041ea75c2279c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
