key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,cb.thisRepN,cb.thisTrialN,cb.thisN,cb.thisIndex,cb.ran,Forward,Backward,AbsoluteValue,cue1,targ1,font,images,participant,date,expName,psychopyVersion,OS,frameRate,study_id,session,atypic_slider.response,atypic_slider.rt,normal_slider.response,normal_slider.rt,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.clicked_name,textbox.text,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,correctAns,textbox_response,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name
y,14.809755,-0.005166475,-0.324339839,1,0,0,14.92449,cont1,0.000574053,-0.318599311,1,0,0,8.83729,stop_stud,0,0,0,17,1,0.015,0.028,0.013,range,rifle,SF,images/range-rifle-sf.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,3.826435,stop_stud,0,1,1,13,1,0.014,0.01,0.004,office,doctor ,SF,images/office-doctor-sf.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,4.013945,stop_stud,0,2,2,22,1,0.039,0.02,0.019,throat ,voice ,flu,images/throat-voice-arial1.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,4.01405,stop_stud,0,3,3,9,1,0.042,0.055,0.013,nation,state,SF,images/nation-state-sf.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,2.964045,stop_stud,0,4,4,5,1,0.033,0.027,0.006,engine,machine,SF,images/engine-machine-sf.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,3.28115,stop_stud,0,5,5,3,1,0.035,0.046,0.011,college,student,SF,images/college-student-sf.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,3.347665,stop_stud,0,6,6,15,1,0.014,0.03,0.016,people,world,flu,images/people -world-arial1.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,2.76441,stop_stud,0,7,7,12,1,0.014,0.021,0.007,object,symbol,flu,images/object-symbol-arial1.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,2.54824,stop_stud,0,8,8,1,1,0.04,0.019,0.021,block,street,flu,images/block-street-arial1.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,2.481695,stop_stud,0,9,9,23,1,0.051,0.049,0.002,train,plane,SF,images/train-plane-sf.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,2.664355,stop_stud,0,10,10,10,1,0.056,0.031,0.025,native,foreign,flu,images/native-foreign-arial1.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,3.314765,stop_stud,0,11,11,20,1,0.067,0.047,0.02,stick,branch,flu,images/stick-branch-arial1.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.000574053,-0.319747417,1,0,0,3.09759,stop_stud,0,12,12,6,1,0.02,0.028,0.008,factory,product,flu,images/factory-product-arial1.png,5fc838109e99f3178d83db35,2020-12-28_14h06.58.851,weird_font_low_1,2020.2.10,Win32,60,5fea28a6520dd1a07b452e31,5fea3ad32b78a59d1bafddb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
