key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,cb.thisRepN,cb.thisTrialN,cb.thisN,cb.thisIndex,cb.ran,images,cue,target,font,participant,date,expName,psychopyVersion,OS,frameRate,study_id,session,atypic_slider.response,atypic_slider.rt,normal_slider.response,normal_slider.rt,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.clicked_name,textbox.text,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,correctAns,textbox_response,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,pairs,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name
y,4.21659,0.133942161,-0.204718417,1,0,0,24.307275,cont1,0,0,0,1,1,images/deaf-a.jpeg,blind,deaf,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,1,1,19,1,images/blow-sf.jpeg,wind,blow,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,2,2,3,1,images/swim-sf.jpeg,dive,swim,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,3,3,18,1,images/candle-a.jpeg,wax,candle,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,4,4,0,1,images/crash-sf.jpeg,accident,crash,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,5,5,2,1,images/potato-a.jpeg,chip,potato,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,6,6,7,1,images/sheep-a.jpeg,herd,sheep,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,7,7,11,1,images/contact-sf.jpeg,lens,contact,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,8,8,10,1,images/sharp-a.jpeg,knife,sharp,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,9,9,5,1,images/yard-a.jpeg,fence,yard,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,10,10,4,1,images/boss-sf.jpeg,employee,boss,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,11,11,16,1,images/wheel-a.jpeg,tire,wheel,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,12,12,13,1,images/tense-sf.jpeg,nervous,tense,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,13,13,12,1,images/article-sf.jpeg,magazine,article,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,14,14,9,1,images/destory-sf.jpeg,kill,destroy,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,15,15,15,1,images/apart-a.jpeg,separate,apart,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,16,16,14,1,images/trail-sf.jpeg,path,trail,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,17,17,8,1,images/happiness-a.jpeg,joy,happiness,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,18,18,17,1,images/patience-sf.jpeg,virtue,patience,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,19,19,6,1,images/protect-a.jpeg,guard,protect,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,joy,happiness,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,99.46727549,13.33869,98.85844749,2.39476,-0.00456621,-0.372146119,1,0,0,10.566965,polygon,happiness ,-0.187214612,-0.012937595,1,0,0,1.289105,polygon_2,0,joy,0,0,0,8,1,happiness-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,wax,candle,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,candle,-0.155251142,-0.031202435,1,0,0,1.461625,polygon_2,0,wax,0,1,1,18,1,candle-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,lens,contact,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,contacts,-0.219178082,0.014459665,1,0,0,1.34812,polygon_2,0,lens,0,2,2,11,1,contact-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,tire,wheel,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,wheel,-0.249619482,0.005327245,1,0,0,1.76219,polygon_2,0,tire,0,3,3,16,1,wheel-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,knife,sharp,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,cut,-0.167427702,-0.043378995,1,0,0,1.79984,polygon_2,0,knife,0,4,4,10,1,sharp-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,separate,apart,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,apart,-0.196347032,0.034246575,1,0,0,1.277525,polygon_2,0,separate,0,5,5,15,1,apart-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,wind,blow,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,blow,-0.168949772,-0.032724505,1,0,0,1.698005,polygon_2,0,wind,0,6,6,19,1,blow-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,blind,deaf,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,death,-0.191780822,-0.019025875,1,0,0,1.214265,polygon_2,0,blind,0,7,7,1,1,deaf-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,herd,sheep,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,sheep,-0.193302892,0.005327245,1,0,0,1.373085,polygon_2,0,herd,0,8,8,7,1,sheep-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,accident,crash,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,-0.02130898,-0.332572298,1,0,0,6.064075,polygon_2,0,accident,0,9,9,0,1,crash-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,path,trail,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,trail,-0.222222222,0.037290715,1,0,0,1.297895,polygon_2,0,path,0,10,10,14,1,trail-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,chip,potato,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,potato,-0.164383562,-0.029680365,1,0,0,1.695195,polygon_2,0,chip,0,11,11,2,1,potato-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,magazine,article,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,article ,-0.191780822,-0.012937595,1,0,0,1.34212,polygon_2,0,magazine,0,12,12,12,1,article-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,nervous,tense,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,tense,-0.161339422,-0.026636225,1,0,0,1.14599,polygon_2,0,nervous,0,13,13,13,1,tense-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,guard,protect,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,0.01369863,-0.303652968,1,0,0,2.07722,polygon_2,0,guard,0,14,14,6,1,protect-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,virtue,patience,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,patience ,-0.156773212,-0.012937595,1,0,0,1.33091,polygon_2,0,virtue,0,15,15,17,1,patience-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,employee,boss,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,boss,-0.167427702,-0.044901065,1,0,0,1.176175,polygon_2,0,employee,0,16,16,4,1,boss-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,dive,swim,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,swim,-0.194824962,-0.011415525,1,0,0,1.29426,polygon_2,0,dive,0,17,17,3,1,swim-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,fence,yard,a,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,yard,-0.184170472,-0.008371385,1,0,0,1.131275,polygon_2,0,fence,0,18,18,5,1,yard-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,kill,destroy,sf,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,death,-0.203957382,-0.028158295,1,0,0,1.27466,polygon_2,0,kill,0,19,19,9,1,destory-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,,,,5b0ec9ad30d56200015583e6,2020-12-21_16h10.27.463,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10f2e116bbfae5daf4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00152207,-0.318873668,1,0,0,1.171995,end_polygon
