key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,cb.thisRepN,cb.thisTrialN,cb.thisN,cb.thisIndex,cb.ran,images,cue,target,font,participant,date,expName,psychopyVersion,OS,frameRate,study_id,session,atypic_slider.response,atypic_slider.rt,normal_slider.response,normal_slider.rt,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.clicked_name,textbox.text,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,correctAns,textbox_response,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,pairs,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name
y,4.904435,-0.008073715,-0.3073818,1,0,0,6.700115,cont1,0,0,0,18,1,images/candle-a.jpeg,wax,candle,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,1,1,5,1,images/yard-a.jpeg,fence,yard,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,2,2,7,1,images/sheep-a.jpeg,herd,sheep,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,3,3,14,1,images/trail-sf.jpeg,path,trail,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,4,4,1,1,images/deaf-a.jpeg,blind,deaf,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,5,5,17,1,images/patience-sf.jpeg,virtue,patience,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,6,6,8,1,images/happiness-a.jpeg,joy,happiness,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,7,7,15,1,images/apart-a.jpeg,separate,apart,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,8,8,2,1,images/potato-a.jpeg,chip,potato,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,9,9,4,1,images/boss-sf.jpeg,employee,boss,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,10,10,6,1,images/protect-a.jpeg,guard,protect,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,11,11,9,1,images/destory-sf.jpeg,kill,destroy,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,12,12,3,1,images/swim-sf.jpeg,dive,swim,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,13,13,13,1,images/tense-sf.jpeg,nervous,tense,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,14,14,0,1,images/crash-sf.jpeg,accident,crash,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,15,15,10,1,images/sharp-a.jpeg,knife,sharp,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,16,16,16,1,images/wheel-a.jpeg,tire,wheel,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,17,17,12,1,images/article-sf.jpeg,magazine,article,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,18,18,11,1,images/contact-sf.jpeg,lens,contact,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,19,19,19,1,images/blow-sf.jpeg,wind,blow,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,kill,destroy,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,99.48096886,6.394475,100,4.06408,-0.003460175,-0.399654006,1,0,0,3.777625,polygon,destroy,-0.021914545,-0.020184595,1,0,0,0.915335,polygon_2,0,kill,0,0,0,9,1,destory-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,blind,deaf,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,deaf,-0.101499323,-0.007497132,1,0,0,1.26212,polygon_2,0,blind,0,1,1,1,1,deaf-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,herd,sheep,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,sheep,-0.133794665,-0.01326418,1,0,0,1.272655,polygon_2,0,herd,0,2,2,7,1,sheep-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,guard,protect,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,safe,-0.166089937,-0.023644803,1,0,0,1.28635,polygon_2,0,guard,0,3,3,6,1,protect-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,wind,blow,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,blow,-0.175317158,-0.007497132,1,0,0,1.188695,polygon_2,0,wind,0,4,4,19,1,blow-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,joy,happiness,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,happy,-0.118800362,-0.01557095,1,0,0,1.256745,polygon_2,0,joy,0,5,5,8,1,happiness-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,wax,candle,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,candle,-0.124567445,-0.01557095,1,0,0,1.439085,polygon_2,0,wax,0,6,6,18,1,candle-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,employee,boss,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,boss,-0.144175288,0.010957274,1,0,0,1.05682,polygon_2,0,employee,0,7,7,4,1,boss-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,tire,wheel,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,brake,-0.104959531,0.008650504,1,0,0,1.10579,polygon_2,0,tire,0,8,8,16,1,wheel-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,nervous,tense,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,tense,-0.118800362,-0.012110742,1,0,0,1.305055,polygon_2,0,nervous,0,9,9,13,1,tense-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,path,trail,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,walkway,-0.151095704,-0.031718586,1,0,0,1.12983,polygon_2,0,path,0,10,10,14,1,trail-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,accident,crash,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,death,-0.116493627,-0.010957339,1,0,0,1.522825,polygon_2,0,accident,0,11,11,0,1,crash-sf.jpeg,,,,,,,
,,,,,,,,,,,,,,,knife,sharp,a,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,blade,-0.133794665,-0.028258378,1,0,0,1.227985,polygon_2,0,knife,0,12,12,10,1,sharp-a.jpeg,,,,,,,
,,,,,,,,,,,,,,,dive,swim,sf,599b15bcd0bcd10001dd92d8,2020-12-21_16h02.40.119,weird_font1,2020.2.10,Win32,60,5fe0f7ff878eaaaf22a7b442,5fe10d46d42dc5aebf1d4d51,,,,,,,,,,,,swim,-0.102652796,-0.010957339,1,0,0,1.180985,polygon_2,0,dive,0,13,13,3,1,swim-sf.jpeg,,,,,,,
