Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-85j6,branch-4ivo,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,imagefile,ANSWER,CUE, TARGET,font
30,1592803614203,22/06/2020 05:26:54,1592803613408,-5,22/06/2020 00:26:53,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,37,3,1,Screen 2,Zone2,response_text_entry,3270.109999983106,,,tense,1,0,1,0,,,,,2,test,tense-sf.jpeg,,NERVOUS,TENSE,sf
31,1592803616592,22/06/2020 05:26:56,1592803615798,-5,22/06/2020 00:26:55,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,29,4,1,Screen 2,Zone2,response_text_entry,2383.2950000069104,,,,1,0,1,0,,,,,2,test,yard-a.jpeg,,FENCE,YARD,a
32,1592803621841,22/06/2020 05:27:01,1592803621056,-5,22/06/2020 00:27:01,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,32,5,1,Screen 2,Zone2,response_text_entry,5250.379999983124,,,happiness,1,0,1,0,,,,,2,test,happiness-a.jpeg,,JOY,HAPPINESS,a
33,1592803624726,22/06/2020 05:27:04,1592803623918,-5,22/06/2020 00:27:03,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,38,6,1,Screen 2,Zone2,response_text_entry,2852.995000022929,,,,1,0,1,0,,,,,2,test,trail-sf.jpeg,,PATH,TRAIL,sf
34,1592803627769,22/06/2020 05:27:07,1592803626979,-5,22/06/2020 00:27:06,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,24,7,1,Screen 2,Zone2,response_text_entry,3051.7650000401773,,,crash,1,0,1,0,,,,,2,test,crash-sf.jpeg,,ACCIDENT,CRASH,sf
35,1592803629932,22/06/2020 05:27:09,1592803629142,-5,22/06/2020 00:27:09,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,39,8,1,Screen 2,Zone2,response_text_entry,2155.0099999876693,,,apart,1,0,1,0,,,,,2,test,apart-a.jpeg,,SEPARATE,APART,a
36,1592803634850,22/06/2020 05:27:14,1592803634062,-5,22/06/2020 00:27:14,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,35,9,1,Screen 2,Zone2,response_text_entry,4911.365000007208,,,contact,1,0,1,0,,,,,2,test,contact-sf.jpeg,,LENS,CONTACT,sf
37,1592803636399,22/06/2020 05:27:16,1592803635623,-5,22/06/2020 00:27:15,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,27,10,1,Screen 2,Zone2,response_text_entry,1553.3200000063516,,,,1,0,1,0,,,,,2,test,swim-sf.jpeg,,DIVE,SWIM,sf
38,1592803638335,22/06/2020 05:27:18,1592803637554,-5,22/06/2020 00:27:17,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,42,11,1,Screen 2,Zone2,response_text_entry,1923.3300000196323,,,candle,1,0,1,0,,,,,2,test,candle-a.jpeg,,WAX,CANDLE,a
39,1592803640493,22/06/2020 05:27:20,1592803639707,-5,22/06/2020 00:27:19,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,40,12,1,Screen 2,Zone2,response_text_entry,2145.0950000435114,,,,1,0,1,0,,,,,2,test,wheel-a.jpeg,,TIRE,WHEEL,a
40,1592803641652,22/06/2020 05:27:21,1592803640873,-5,22/06/2020 00:27:20,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,26,13,1,Screen 2,Zone2,response_text_entry,1156.8049999768846,,,,1,0,1,0,,,,,2,test,potato-a.jpeg,,CHIP,POTATO,a
41,1592803643751,22/06/2020 05:27:23,1592803642968,-5,22/06/2020 00:27:22,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,25,14,1,Screen 2,Zone2,response_text_entry,2087.1850000112318,,,deaf,1,0,1,0,,,,,2,test,deaf-a.jpeg,,BLIND,DEAF,a
42,1592803646659,22/06/2020 05:27:26,1592803645856,-5,22/06/2020 00:27:25,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,43,15,1,Screen 2,Zone2,response_text_entry,2880.094999971334,,,blow,1,0,1,0,,,,,2,test,blow-sf.jpeg,,WIND,BLOW,sf
43,1592803648640,22/06/2020 05:27:28,1592803647858,-5,22/06/2020 00:27:27,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,31,16,1,Screen 2,Zone2,response_text_entry,1994.1600000020117,,,sheep,1,0,1,0,,,,,2,test,sheep-a.jpeg,,HERD,SHEEP,a
44,1592803650408,22/06/2020 05:27:30,1592803649606,-5,22/06/2020 00:27:29,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,33,17,1,Screen 2,Zone2,response_text_entry,1738.6100000003353,,,,1,0,1,0,,,,,2,test,destory-sf.jpeg,,KILL,DESTROY,sf
45,1592803654408,22/06/2020 05:27:34,1592803653619,-5,22/06/2020 00:27:33,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,41,18,1,Screen 2,Zone2,response_text_entry,4005.7099999976344,,,patience,1,0,1,0,,,,,2,test,patience-sf.jpeg,,VIRTUE,PATIENCE,sf
46,1592803656016,22/06/2020 05:27:36,1592803655216,-5,22/06/2020 00:27:35,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,36,19,1,Screen 2,Zone2,response_text_entry,1590.9800000372343,,,,1,0,1,0,,,,,2,test,article-sf.jpeg,,MAGAZINE,ARTICLE,sf
47,1592803658136,22/06/2020 05:27:38,1592803657353,-5,22/06/2020 00:27:37,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,Spreadsheet1,28,20,1,Screen 2,Zone2,response_text_entry,2130.3900000057183,,,boss,1,0,1,0,,,,,2,test,boss-sf.jpeg,,EMPLOYEE,BOSS,sf
48,1592803658277,22/06/2020 05:27:38,1592803657357,-5,22/06/2020 00:27:37,20464,5,task-tfoj,,5727362,BLIND,1600028,,complete,,5ef0408d6ee5495589927173,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.106,1280x720,1280x578,,Recog,4,SH1,I consent,,,END TASK,,,,,135502,,,,,0,1,0,,,,,,,,,,,
1,1592803987995,22/06/2020 05:33:07,1592803985862,-4,22/06/2020 01:33:05,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,
2,1592803989871,22/06/2020 05:33:09,1592803988548,-4,22/06/2020 01:33:08,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2606.099999975413,,,,,0,1,0,,,,,,introduction,,,,,
3,1592803995831,22/06/2020 05:33:15,1592803994520,-4,22/06/2020 01:33:14,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,18,1,1,Screen 2,Zone2,continue_button,5948.300000047311,,,,,0,1,0,,,,,1,study,wheel-a.jpeg,,TIRE,WHEEL,a
4,1592804025669,22/06/2020 05:33:45,1592804024395,-4,22/06/2020 01:33:44,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,
5,1592804028040,22/06/2020 05:33:48,1592804026752,-4,22/06/2020 01:33:46,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,18,1,1,Screen 2,Zone2,continue_button,2278.7000000244007,,,,,0,1,0,,,,,1,study,wheel-a.jpeg,,TIRE,WHEEL,a
6,1592804029079,22/06/2020 05:33:49,1592804027692,-4,22/06/2020 01:33:47,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,17,2,1,Screen 2,Zone2,continue_button,914.0000001061708,,,,,0,1,0,,,,,1,study,apart-a.jpeg,,SEPARATE,APART,a
7,1592804030229,22/06/2020 05:33:50,1592804028928,-4,22/06/2020 01:33:48,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,7,3,1,Screen 2,Zone2,continue_button,1215.5999999959022,,,,,0,1,0,,,,,1,study,yard-a.jpeg,,FENCE,YARD,a
8,1592804032792,22/06/2020 05:33:52,1592804031493,-4,22/06/2020 01:33:51,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,14,4,1,Screen 2,Zone2,continue_button,2539.4999999552965,,,,,0,1,0,,,,,1,study,article-sf.jpeg,,MAGAZINE,ARTICLE,sf
9,1592804035512,22/06/2020 05:33:55,1592804033339,-4,22/06/2020 01:33:53,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,21,5,1,Screen 2,Zone2,continue_button,1826.799999922514,,,,,0,1,0,,,,,1,study,blow-sf.jpeg,,WIND,BLOW,sf
10,1592804035668,22/06/2020 05:33:55,1592804034324,-4,22/06/2020 01:33:54,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,12,6,1,Screen 2,Zone2,continue_button,964.0000000363216,,,,,0,1,0,,,,,1,study,sharp-a.jpeg,,KNIFE,SHARP,a
11,1592804036776,22/06/2020 05:33:56,1592804035483,-4,22/06/2020 01:33:55,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,2,7,1,Screen 2,Zone2,continue_button,1145.1000000815839,,,,,0,1,0,,,,,1,study,crash-sf.jpeg,,ACCIDENT,CRASH,sf
12,1592804037902,22/06/2020 05:33:57,1592804036620,-4,22/06/2020 01:33:56,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,5,8,1,Screen 2,Zone2,continue_button,1116.1999999312684,,,,,0,1,0,,,,,1,study,swim-sf.jpeg,,DIVE,SWIM,sf
13,1592804038932,22/06/2020 05:33:58,1592804037331,-4,22/06/2020 01:33:57,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,9,9,1,Screen 2,Zone2,continue_button,689.4999999785796,,,,,0,1,0,,,,,1,study,sheep-a.jpeg,,HERD,SHEEP,a
14,1592804039480,22/06/2020 05:33:59,1592804038042,-4,22/06/2020 01:33:58,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,3,10,1,Screen 2,Zone2,continue_button,693.1999999796972,,,,,0,1,0,,,,,1,study,deaf-a.jpeg,,BLIND,DEAF,a
15,1592804040495,22/06/2020 05:34:00,1592804039231,-4,22/06/2020 01:33:59,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,19,11,1,Screen 2,Zone2,continue_button,1166.700000059791,,,,,0,1,0,,,,,1,study,patience-sf.jpeg,,VIRTUE,PATIENCE,sf
16,1592804041202,22/06/2020 05:34:01,1592804039914,-4,22/06/2020 01:33:59,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,20,12,1,Screen 2,Zone2,continue_button,663.0000000586733,,,,,0,1,0,,,,,1,study,candle-a.jpeg,,WAX,CANDLE,a
17,1592804042161,22/06/2020 05:34:02,1592804040871,-4,22/06/2020 01:34:00,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,13,13,1,Screen 2,Zone2,continue_button,938.1999999750406,,,,,0,1,0,,,,,1,study,contact-sf.jpeg,,LENS,CONTACT,sf
18,1592804042879,22/06/2020 05:34:02,1592804041603,-4,22/06/2020 01:34:01,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,10,14,1,Screen 2,Zone2,continue_button,711.4000000292435,,,,,0,1,0,,,,,1,study,happiness-a.jpeg,,JOY,HAPPINESS,a
19,1592804043899,22/06/2020 05:34:03,1592804042616,-4,22/06/2020 01:34:02,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,8,15,1,Screen 2,Zone2,continue_button,997.6999999489635,,,,,0,1,0,,,,,1,study,protect-a.jpeg,,GUARD,PROTECT,a
20,1592804044854,22/06/2020 05:34:04,1592804043423,-4,22/06/2020 01:34:03,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,11,16,1,Screen 2,Zone2,continue_button,789.1999999992549,,,,,0,1,0,,,,,1,study,destory-sf.jpeg,,KILL,DESTROY,sf
21,1592804045400,22/06/2020 05:34:05,1592804044135,-4,22/06/2020 01:34:04,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,6,17,1,Screen 2,Zone2,continue_button,690.500000026077,,,,,0,1,0,,,,,1,study,boss-sf.jpeg,,EMPLOYEE,BOSS,sf
22,1592804046029,22/06/2020 05:34:06,1592804044747,-4,22/06/2020 01:34:04,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,4,18,1,Screen 2,Zone2,continue_button,594.2000000504777,,,,,0,1,0,,,,,1,study,potato-a.jpeg,,CHIP,POTATO,a
23,1592804046779,22/06/2020 05:34:06,1592804045498,-4,22/06/2020 01:34:05,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,15,19,1,Screen 2,Zone2,continue_button,725.1999999862164,,,,,0,1,0,,,,,1,study,tense-sf.jpeg,,NERVOUS,TENSE,sf
24,1592804047482,22/06/2020 05:34:07,1592804046170,-4,22/06/2020 01:34:06,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x280,,Recog,4,SH1,I consent,Spreadsheet1,16,20,1,Screen 2,Zone2,continue_button,657.0000000065193,,,,,0,1,0,,,,,1,study,trail-sf.jpeg,,PATH,TRAIL,sf
25,1592804086850,22/06/2020 05:34:46,1592804085547,-4,22/06/2020 01:34:45,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,360x760,360x325,,Recog,4,SH1,I consent,Spreadsheet1,22,1,1,Screen 1,Zone2,response_text_entry,39352.69999993034,,,50,,0,1,0,,,,,,JOLs,,,,,
26,1592804087021,22/06/2020 05:34:47,1592804085556,-4,22/06/2020 01:34:45,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,360x760,360x325,,Recog,4,SH1,I consent,Spreadsheet1,22,1,1,Screen 1,Zone5,continue_button,39352.69999993034,,,,,0,1,0,,,,,,JOLs,,,,,
27,1592804094867,22/06/2020 05:34:54,1592804093587,-4,22/06/2020 01:34:53,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,360x760,360x325,,Recog,4,SH1,I consent,Spreadsheet1,22,1,2,Screen 2,Zone2,response_text_entry,8019.5999999996275,,,50,,0,1,0,,,,,,JOLs,,,,,
28,1592804095022,22/06/2020 05:34:55,1592804093589,-4,22/06/2020 01:34:53,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,360x760,360x325,,Recog,4,SH1,I consent,Spreadsheet1,22,1,2,Screen 2,Zone5,continue_button,8019.5999999996275,,,,,0,1,0,,,,,,JOLs,,,,,
29,1592804106841,22/06/2020 05:35:06,1592804105563,-4,22/06/2020 01:35:05,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,360x760,360x617,,Recog,4,SH1,I consent,Spreadsheet1,23,1,1,Screen 1,advancementZone,continue_button,11941.100000054576,,,,,0,1,0,,,,,,testinstruc,,,,,
30,1592804139242,22/06/2020 05:35:39,1592804137911,-4,22/06/2020 01:35:37,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,35,1,1,Screen 2,Zone2,response_text_entry,29309.000000008382,,,glass,1,0,1,0,,,,,2,test,contact-sf.jpeg,,LENS,CONTACT,sf
31,1592804149313,22/06/2020 05:35:49,1592804147982,-4,22/06/2020 01:35:47,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,26,2,1,Screen 2,Zone2,response_text_entry,10044.80000003241,,,dip,1,0,1,0,,,,,2,test,potato-a.jpeg,,CHIP,POTATO,a
32,1592804156274,22/06/2020 05:35:56,1592804154916,-4,22/06/2020 01:35:54,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,27,3,1,Screen 2,Zone2,response_text_entry,6910.499999998137,,,boa4r,1,0,1,0,,,,,2,test,swim-sf.jpeg,,DIVE,SWIM,sf
33,1592804162375,22/06/2020 05:36:02,1592804161083,-4,22/06/2020 01:36:01,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,38,4,1,Screen 2,Zone2,response_text_entry,6133.100000093691,,,walk,1,0,1,0,,,,,2,test,trail-sf.jpeg,,PATH,TRAIL,sf
34,1592804168520,22/06/2020 05:36:08,1592804167222,-4,22/06/2020 01:36:07,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,29,5,1,Screen 2,Zone2,response_text_entry,6117.800000007264,,,ga53,1,0,1,0,,,,,2,test,yard-a.jpeg,,FENCE,YARD,a
35,1592804176582,22/06/2020 05:36:16,1592804175287,-4,22/06/2020 01:36:15,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,34,6,1,Screen 2,Zone2,response_text_entry,8038.000000058673,,,blade,1,0,1,0,,,,,2,test,sharp-a.jpeg,,KNIFE,SHARP,a
36,1592804190836,22/06/2020 05:36:30,1592804189540,-4,22/06/2020 01:36:29,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,43,7,1,Screen 2,Zone2,response_text_entry,14228.800000040792,,,blow,1,0,1,0,,,,,2,test,blow-sf.jpeg,,WIND,BLOW,sf
37,1592804199515,22/06/2020 05:36:39,1592804198050,-4,22/06/2020 01:36:38,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,39,8,1,Screen 2,Zone2,response_text_entry,8484.10000000149,,,ate,1,0,1,0,,,,,2,test,apart-a.jpeg,,SEPARATE,APART,a
38,1592804220753,22/06/2020 05:37:00,1592804219451,-4,22/06/2020 01:36:59,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,37,9,1,Screen 2,Zone2,response_text_entry,21378.39999992866,,,nerve,1,0,1,0,,,,,2,test,tense-sf.jpeg,,NERVOUS,TENSE,sf
39,1592804228875,22/06/2020 05:37:08,1592804227587,-4,22/06/2020 01:37:07,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,25,10,1,Screen 2,Zone2,response_text_entry,8112.300000037067,,,se3,1,0,1,0,,,,,2,test,deaf-a.jpeg,,BLIND,DEAF,a
40,1592804236836,22/06/2020 05:37:16,1592804235549,-4,22/06/2020 01:37:15,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,28,11,1,Screen 2,Zone2,response_text_entry,7940.600000089034,,,work,1,0,1,0,,,,,2,test,boss-sf.jpeg,,EMPLOYEE,BOSS,sf
41,1592804244048,22/06/2020 05:37:24,1592804242757,-4,22/06/2020 01:37:22,20464,5,task-tfoj,,5727364,BLIND,1600026,,complete,,5ef04078330b925456229dde,mobile,Samsung SM-G970U,Android 10,Chrome 83.0.4103.106,760x360,674x82,,Recog,4,SH1,I consent,Spreadsheet1,40,12,1,Screen 2,Zone2,response_text_entry,7181.199999991804,,,wheel,1,0,1,0,,,,,2,test,wheel-a.jpeg,,TIRE,WHEEL,a
