"","id","font","cond","acc","new_id","Typeface","timed"
"286","5ee96cbf2825f91f0f5f49d9","SF","timed",0.416666666666667,"143","Sans Forgetica","Timed"
"287","5eecf79232fae00d585cd6f4","flu","self-paced",0.25,"144","Arial","Self-paced"
"288","5eecf79232fae00d585cd6f4","SF","self-paced",0.166666666666667,"144","Sans Forgetica","Self-paced"
"289","5eecf88a4e531e0e897631df","flu","timed",0,"145","Arial","Timed"
"290","5eecf88a4e531e0e897631df","SF","timed",0.166666666666667,"145","Sans Forgetica","Timed"
"291","5eeeb4ef8bee9f136a054a69","flu","timed",0.25,"146","Arial","Timed"
"292","5eeeb4ef8bee9f136a054a69","SF","timed",0.166666666666667,"146","Sans Forgetica","Timed"
"293","5ef25fdd6a2295940b1f3ab1","flu","timed",0.666666666666667,"147","Arial","Timed"
"294","5ef25fdd6a2295940b1f3ab1","SF","timed",0.75,"147","Sans Forgetica","Timed"
"295","5ef312020b917e01fc9d904b","flu","timed",0.333333333333333,"148","Arial","Timed"
"296","5ef312020b917e01fc9d904b","SF","timed",0.416666666666667,"148","Sans Forgetica","Timed"
"297","5ef47ce9b4fd3d0430658f9c","flu","timed",0.5,"149","Arial","Timed"
"298","5ef47ce9b4fd3d0430658f9c","SF","timed",0.5,"149","Sans Forgetica","Timed"
"299","5efbd7e8b3084f17e4bfe2b9","flu","self-paced",0.666666666666667,"150","Arial","Self-paced"
"300","5efbd7e8b3084f17e4bfe2b9","SF","self-paced",0.583333333333333,"150","Sans Forgetica","Self-paced"
"301","5f02928eb864764323d1f42a","flu","timed",0.5,"151","Arial","Timed"
"302","5f02928eb864764323d1f42a","SF","timed",0.416666666666667,"151","Sans Forgetica","Timed"
"303","5f068c1a0370401f6236812e","flu","self-paced",0.333333333333333,"152","Arial","Self-paced"
"304","5f068c1a0370401f6236812e","SF","self-paced",0.666666666666667,"152","Sans Forgetica","Self-paced"
"305","5f0d2ad60ad0d6730c380b05","flu","timed",0.833333333333333,"153","Arial","Timed"
"306","5f0d2ad60ad0d6730c380b05","SF","timed",0.583333333333333,"153","Sans Forgetica","Timed"
"307","5f0e6f42ed33880645dc0842","flu","self-paced",0.5,"154","Arial","Self-paced"
"308","5f0e6f42ed33880645dc0842","SF","self-paced",0.0833333333333333,"154","Sans Forgetica","Self-paced"
"309","5f0f6341b0b87f08708229b9","flu","timed",0.25,"155","Arial","Timed"
"310","5f0f6341b0b87f08708229b9","SF","timed",0.75,"155","Sans Forgetica","Timed"
"311","5f12fa2b44b6a42a83519a79","flu","timed",0.416666666666667,"156","Arial","Timed"
"312","5f12fa2b44b6a42a83519a79","SF","timed",0.333333333333333,"156","Sans Forgetica","Timed"
"313","5f15b1ffb0fa876a3a19acf7","flu","self-paced",0.0833333333333333,"157","Arial","Self-paced"
"314","5f15b1ffb0fa876a3a19acf7","SF","self-paced",0.416666666666667,"157","Sans Forgetica","Self-paced"
"315","5f171b6978c6ae032e458f06","flu","timed",0.166666666666667,"158","Arial","Timed"
"316","5f171b6978c6ae032e458f06","SF","timed",0.0833333333333333,"158","Sans Forgetica","Timed"
"317","5f1c2ebf1d8b7c48ad3ec3db","flu","timed",0.166666666666667,"159","Arial","Timed"
"318","5f1c2ebf1d8b7c48ad3ec3db","SF","timed",0.416666666666667,"159","Sans Forgetica","Timed"
"319","5f1e192b8d05fc380e73cf4d","flu","timed",0.166666666666667,"160","Arial","Timed"
"320","5f1e192b8d05fc380e73cf4d","SF","timed",0.0833333333333333,"160","Sans Forgetica","Timed"
"321","5f1e22ae2c833f3722aa7186","flu","timed",0.0833333333333333,"161","Arial","Timed"
"322","5f1e22ae2c833f3722aa7186","SF","timed",0.166666666666667,"161","Sans Forgetica","Timed"
"323","5f1f9c1e6342c31c5c9ebe0a","flu","timed",0.5,"162","Arial","Timed"
"324","5f1f9c1e6342c31c5c9ebe0a","SF","timed",0.583333333333333,"162","Sans Forgetica","Timed"
"325","5f254fe600b37f1c905e56e3","flu","timed",0.0833333333333333,"163","Arial","Timed"
"326","5f254fe600b37f1c905e56e3","SF","timed",0.333333333333333,"163","Sans Forgetica","Timed"
"327","5f28df0b329da326ded58f78","flu","timed",0.0833333333333333,"164","Arial","Timed"
"328","5f28df0b329da326ded58f78","SF","timed",0.5,"164","Sans Forgetica","Timed"
"329","5f3452f3425095342490277e","flu","self-paced",0.333333333333333,"165","Arial","Self-paced"
"330","5f3452f3425095342490277e","SF","self-paced",0.166666666666667,"165","Sans Forgetica","Self-paced"
"331","5f35e08d59d6ab62c342f8ad","flu","timed",0.166666666666667,"166","Arial","Timed"
"332","5f35e08d59d6ab62c342f8ad","SF","timed",0.583333333333333,"166","Sans Forgetica","Timed"
"333","5f35f4814afea863300645e4","flu","timed",0.333333333333333,"167","Arial","Timed"
"334","5f35f4814afea863300645e4","SF","timed",0.5,"167","Sans Forgetica","Timed"
"335","5f39fa54b21dd45aff14645c","flu","timed",0.583333333333333,"168","Arial","Timed"
"336","5f39fa54b21dd45aff14645c","SF","timed",0.5,"168","Sans Forgetica","Timed"
"337","5f3d88e03a16f0163ff5b93a","flu","self-paced",0.25,"169","Arial","Self-paced"
"338","5f3d88e03a16f0163ff5b93a","SF","self-paced",0.166666666666667,"169","Sans Forgetica","Self-paced"
"339","5f41b3e5d54b8c16a59402f1","flu","self-paced",0.916666666666667,"170","Arial","Self-paced"
"340","5f41b3e5d54b8c16a59402f1","SF","self-paced",0.833333333333333,"170","Sans Forgetica","Self-paced"
"341","5f430c46a5518f171572f8d1","flu","timed",0.416666666666667,"171","Arial","Timed"
"342","5f430c46a5518f171572f8d1","SF","timed",0.916666666666667,"171","Sans Forgetica","Timed"
"343","5f480fee3ff0462a1e64d4ff","flu","timed",0.166666666666667,"172","Arial","Timed"
"344","5f480fee3ff0462a1e64d4ff","SF","timed",0.25,"172","Sans Forgetica","Timed"
"345","5f4dfdb3a7461bad5d3dd157","flu","self-paced",0.0833333333333333,"173","Arial","Self-paced"
"346","5f4dfdb3a7461bad5d3dd157","SF","self-paced",0.166666666666667,"173","Sans Forgetica","Self-paced"
"347","5f4fe426bc50f511ff591125","flu","self-paced",0,"174","Arial","Self-paced"
"348","5f4fe426bc50f511ff591125","SF","self-paced",0,"174","Sans Forgetica","Self-paced"
"349","5f5127ced786f21277aa39da","flu","self-paced",0.0833333333333333,"175","Arial","Self-paced"
"350","5f5127ced786f21277aa39da","SF","self-paced",0.0833333333333333,"175","Sans Forgetica","Self-paced"
"351","5f51530ebc50f53857d60824","flu","timed",0.5,"176","Arial","Timed"
"352","5f51530ebc50f53857d60824","SF","timed",0.25,"176","Sans Forgetica","Timed"
"353","5f60fa0a0543ce036fa68ba0","flu","timed",0.25,"177","Arial","Timed"
"354","5f60fa0a0543ce036fa68ba0","SF","timed",0.166666666666667,"177","Sans Forgetica","Timed"
"355","5f627a1e4b807f1aa7e35280","flu","timed",0.583333333333333,"178","Arial","Timed"
"356","5f627a1e4b807f1aa7e35280","SF","timed",0.583333333333333,"178","Sans Forgetica","Timed"
"357","5f6592b0534630116af73d11","flu","timed",0.416666666666667,"179","Arial","Timed"
"358","5f6592b0534630116af73d11","SF","timed",0.25,"179","Sans Forgetica","Timed"
"359","5f690f742f60ad0e80c1c605","flu","timed",0.583333333333333,"180","Arial","Timed"
"360","5f690f742f60ad0e80c1c605","SF","timed",0.583333333333333,"180","Sans Forgetica","Timed"
"361","5f6ea1541b1cd73f7201953d","flu","self-paced",0.166666666666667,"181","Arial","Self-paced"
"362","5f6ea1541b1cd73f7201953d","SF","self-paced",0.333333333333333,"181","Sans Forgetica","Self-paced"
"363","5f700e2d56de4b5dd5ccc0c3","flu","timed",0.25,"182","Arial","Timed"
"364","5f700e2d56de4b5dd5ccc0c3","SF","timed",0.0833333333333333,"182","Sans Forgetica","Timed"
"365","5f7058deeb83ab60bb836eae","flu","timed",0.583333333333333,"183","Arial","Timed"
"366","5f7058deeb83ab60bb836eae","SF","timed",0.833333333333333,"183","Sans Forgetica","Timed"
"367","5f74d25c5d9287101a1d1752","flu","timed",0.666666666666667,"184","Arial","Timed"
"368","5f74d25c5d9287101a1d1752","SF","timed",0.583333333333333,"184","Sans Forgetica","Timed"
"369","5f8127fb4dc3ba1e0c1bd84f","flu","timed",0.25,"185","Arial","Timed"
"370","5f8127fb4dc3ba1e0c1bd84f","SF","timed",0.166666666666667,"185","Sans Forgetica","Timed"
"371","5f834ed4ec89344b7df15bbd","flu","self-paced",0.916666666666667,"186","Arial","Self-paced"
"372","5f834ed4ec89344b7df15bbd","SF","self-paced",0.833333333333333,"186","Sans Forgetica","Self-paced"
"373","5f83be35fedb0355c6dec549","flu","self-paced",0.333333333333333,"187","Arial","Self-paced"
"374","5f83be35fedb0355c6dec549","SF","self-paced",0.25,"187","Sans Forgetica","Self-paced"
"375","5f89b218ad8da60967bb34b1","flu","self-paced",0.0833333333333333,"188","Arial","Self-paced"
"376","5f89b218ad8da60967bb34b1","SF","self-paced",0.583333333333333,"188","Sans Forgetica","Self-paced"
"377","5f8bd0a44685a00008f45486","flu","timed",0.333333333333333,"189","Arial","Timed"
"378","5f8bd0a44685a00008f45486","SF","timed",0.416666666666667,"189","Sans Forgetica","Timed"
"379","5f9034a241bf1e08f4486356","flu","self-paced",0.166666666666667,"190","Arial","Self-paced"
"380","5f9034a241bf1e08f4486356","SF","self-paced",0.166666666666667,"190","Sans Forgetica","Self-paced"
"381","5f91e73c22a18d0d03dc4d49","flu","timed",0.5,"191","Arial","Timed"
"382","5f91e73c22a18d0d03dc4d49","SF","timed",0,"191","Sans Forgetica","Timed"
"383","5f9389359e419016498ca01a","flu","timed",0.833333333333333,"192","Arial","Timed"
"384","5f9389359e419016498ca01a","SF","timed",0.666666666666667,"192","Sans Forgetica","Timed"
"385","5f96208d76c05e4f3a4d78a6","flu","timed",0.0833333333333333,"193","Arial","Timed"
"386","5f96208d76c05e4f3a4d78a6","SF","timed",0.583333333333333,"193","Sans Forgetica","Timed"
"387","5f9b13feb3e73b17096bc8f6","flu","self-paced",0.583333333333333,"194","Arial","Self-paced"
"388","5f9b13feb3e73b17096bc8f6","SF","self-paced",0.166666666666667,"194","Sans Forgetica","Self-paced"
"389","5f9b83e8a6c3433ac783f4d4","flu","timed",0.333333333333333,"195","Arial","Timed"
"390","5f9b83e8a6c3433ac783f4d4","SF","timed",0.333333333333333,"195","Sans Forgetica","Timed"
"391","5f9c4ed65eb24e0c5a37473d","flu","self-paced",0.25,"196","Arial","Self-paced"
"392","5f9c4ed65eb24e0c5a37473d","SF","self-paced",0.583333333333333,"196","Sans Forgetica","Self-paced"
"393","5fac996c2cd1ad2b50292dcf","flu","timed",0.166666666666667,"197","Arial","Timed"
"394","5fac996c2cd1ad2b50292dcf","SF","timed",0.5,"197","Sans Forgetica","Timed"
"395","5fae366541b4ac2840588d43","flu","self-paced",0.166666666666667,"198","Arial","Self-paced"
"396","5fae366541b4ac2840588d43","SF","self-paced",0.166666666666667,"198","Sans Forgetica","Self-paced"
"397","5fb3ed13721e65000b9c1e30","flu","self-paced",0.25,"199","Arial","Self-paced"
"398","5fb3ed13721e65000b9c1e30","SF","self-paced",0.333333333333333,"199","Sans Forgetica","Self-paced"
"399","5fb44b63888ecf10b8dee53d","flu","self-paced",0,"200","Arial","Self-paced"
"400","5fb44b63888ecf10b8dee53d","SF","self-paced",0.416666666666667,"200","Sans Forgetica","Self-paced"
"401","5fb5dfa5df577200090d9dc4","flu","self-paced",0.166666666666667,"201","Arial","Self-paced"
"402","5fb5dfa5df577200090d9dc4","SF","self-paced",0.416666666666667,"201","Sans Forgetica","Self-paced"
"403","5fbaaab1be0cdb87749f4f04","flu","timed",0.0833333333333333,"202","Arial","Timed"
"404","5fbaaab1be0cdb87749f4f04","SF","timed",0.166666666666667,"202","Sans Forgetica","Timed"
"405","5fbbfbad60761c051906a9df","flu","self-paced",0.416666666666667,"203","Arial","Self-paced"
"406","5fbbfbad60761c051906a9df","SF","self-paced",0.416666666666667,"203","Sans Forgetica","Self-paced"
"407","5fbd6a6bded4440009064c7e","flu","timed",0.583333333333333,"204","Arial","Timed"
"408","5fbd6a6bded4440009064c7e","SF","timed",0.5,"204","Sans Forgetica","Timed"
"409","5fc05cd9a7f9354ece3923f6","flu","timed",0.333333333333333,"205","Arial","Timed"
"410","5fc05cd9a7f9354ece3923f6","SF","timed",0.166666666666667,"205","Sans Forgetica","Timed"
"411","5fc26dcdfffc130cf3e3d951","flu","self-paced",0.25,"206","Arial","Self-paced"
"412","5fc26dcdfffc130cf3e3d951","SF","self-paced",0.75,"206","Sans Forgetica","Self-paced"
"413","5fc389e2c42314669487410a","flu","self-paced",0.5,"207","Arial","Self-paced"
"414","5fc389e2c42314669487410a","SF","self-paced",0.583333333333333,"207","Sans Forgetica","Self-paced"
"415","5fc39fb1dfcbb7597a596070","flu","self-paced",0.25,"208","Arial","Self-paced"
"416","5fc39fb1dfcbb7597a596070","SF","self-paced",0.166666666666667,"208","Sans Forgetica","Self-paced"
"417","5fc460087eebcc8af045e624","flu","self-paced",0.333333333333333,"209","Arial","Self-paced"
"418","5fc460087eebcc8af045e624","SF","self-paced",0.25,"209","Sans Forgetica","Self-paced"
"419","5fc6907fb32596070b55ad28","flu","self-paced",0.333333333333333,"210","Arial","Self-paced"
"420","5fc6907fb32596070b55ad28","SF","self-paced",0.666666666666667,"210","Sans Forgetica","Self-paced"
"421","5fc838109e99f3178d83db35","flu","self-paced",0.75,"211","Arial","Self-paced"
"422","5fc838109e99f3178d83db35","SF","self-paced",0.666666666666667,"211","Sans Forgetica","Self-paced"
"423","5fc843f1d115ef1b7d60a2a8","flu","timed",0.333333333333333,"212","Arial","Timed"
"424","5fc843f1d115ef1b7d60a2a8","SF","timed",0.583333333333333,"212","Sans Forgetica","Timed"
"425","5fca78e0721e0f10a3b188ee","flu","timed",0.333333333333333,"213","Arial","Timed"
"426","5fca78e0721e0f10a3b188ee","SF","timed",0.166666666666667,"213","Sans Forgetica","Timed"
"427","5fcac27c64514e7530482d6b","flu","self-paced",0.166666666666667,"214","Arial","Self-paced"
"428","5fcac27c64514e7530482d6b","SF","self-paced",0,"214","Sans Forgetica","Self-paced"
"429","5fd4fd9ea4bf792ea50edca1","flu","self-paced",0.5,"215","Arial","Self-paced"
"430","5fd4fd9ea4bf792ea50edca1","SF","self-paced",0.5,"215","Sans Forgetica","Self-paced"
"431","5fd517040d634031709c62cc","flu","self-paced",0.416666666666667,"216","Arial","Self-paced"
"432","5fd517040d634031709c62cc","SF","self-paced",0.5,"216","Sans Forgetica","Self-paced"
"433","5fd5170d85f88c32434b6dbd","flu","self-paced",0,"217","Arial","Self-paced"
"434","5fd5170d85f88c32434b6dbd","SF","self-paced",0,"217","Sans Forgetica","Self-paced"
"435","5fd716f06e64af68413697b9","flu","self-paced",1,"218","Arial","Self-paced"
"436","5fd716f06e64af68413697b9","SF","self-paced",1,"218","Sans Forgetica","Self-paced"
"437","5fd8fa9fe3104a126ead94ae","flu","timed",0.416666666666667,"219","Arial","Timed"
"438","5fd8fa9fe3104a126ead94ae","SF","timed",0.5,"219","Sans Forgetica","Timed"
"439","5fda666c8ffdad47d686f05d","flu","self-paced",0.166666666666667,"220","Arial","Self-paced"
"440","5fda666c8ffdad47d686f05d","SF","self-paced",0.25,"220","Sans Forgetica","Self-paced"
"441","5fdb7dac4c7aaa9095ca1f4f","flu","self-paced",0,"221","Arial","Self-paced"
"442","5fdb7dac4c7aaa9095ca1f4f","SF","self-paced",0,"221","Sans Forgetica","Self-paced"
"443","5fdba0fa8929f002d77a2aef","flu","self-paced",0.0833333333333333,"222","Arial","Self-paced"
"444","5fdba0fa8929f002d77a2aef","SF","self-paced",0.166666666666667,"222","Sans Forgetica","Self-paced"
"445","5fdbae0584b3a90525410347","flu","self-paced",0.916666666666667,"223","Arial","Self-paced"
"446","5fdbae0584b3a90525410347","SF","self-paced",0.416666666666667,"223","Sans Forgetica","Self-paced"
"447","5fdbbf7fbd6f23087929ced8","flu","self-paced",0.333333333333333,"224","Arial","Self-paced"
"448","5fdbbf7fbd6f23087929ced8","SF","self-paced",0.166666666666667,"224","Sans Forgetica","Self-paced"
"449","5fdbc71383f6af04b9a041ad","flu","self-paced",0,"225","Arial","Self-paced"
"450","5fdbc71383f6af04b9a041ad","SF","self-paced",0,"225","Sans Forgetica","Self-paced"
"451","5fe15765ead1703dc4921466","flu","self-paced",1,"226","Arial","Self-paced"
"452","5fe15765ead1703dc4921466","SF","self-paced",1,"226","Sans Forgetica","Self-paced"
"453","5fe3a3658bcb1f09395ae454","flu","self-paced",0.833333333333333,"227","Arial","Self-paced"
"454","5fe3a3658bcb1f09395ae454","SF","self-paced",0.75,"227","Sans Forgetica","Self-paced"
"455","5fe4bc4c5474cd26200e2e01","flu","self-paced",0.0833333333333333,"228","Arial","Self-paced"
"456","5fe4bc4c5474cd26200e2e01","SF","self-paced",0.333333333333333,"228","Sans Forgetica","Self-paced"
"457","5fe6c6d0d4f1e4025106537b","flu","self-paced",0.333333333333333,"229","Arial","Self-paced"
"458","5fe6c6d0d4f1e4025106537b","SF","self-paced",0.416666666666667,"229","Sans Forgetica","Self-paced"
"459","5fe904bfeed16d83193f03a6","flu","timed",0.166666666666667,"230","Arial","Timed"
"460","5fe904bfeed16d83193f03a6","SF","timed",0.166666666666667,"230","Sans Forgetica","Timed"
"461","5fe92034eb52708677664918","flu","self-paced",0.333333333333333,"231","Arial","Self-paced"
"462","5fe92034eb52708677664918","SF","self-paced",0.25,"231","Sans Forgetica","Self-paced"
"463","5fe95a890d786d3acd6efd81","flu","self-paced",0.0833333333333333,"232","Arial","Self-paced"
"464","5fe95a890d786d3acd6efd81","SF","self-paced",0.0833333333333333,"232","Sans Forgetica","Self-paced"
