"","id","cond","flu","SF","totalCorrect","ArialProp","SFProp","totalProp","totalArialProp","totalSFProp"
"17","5a0071766e1ea9000124db35","self-paced",3,4,7,0.25,0.333333333333333,0.291666666666667,0.125,0.166666666666667
"18","5a2e4e2f443c10000121161c","timed",1,2,3,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667,0.0833333333333333
"19","5a5d7a42acc75b00017a8193","self-paced",3,3,6,0.25,0.25,0.25,0.125,0.125
"20","5ab84333f69e940001d8f0af","self-paced",0,3,3,0,0.25,0.125,0,0.125
"21","5accdfaebf2ab00001aa8215","timed",2,3,5,0.166666666666667,0.25,0.208333333333333,0.0833333333333333,0.125
"22","5b02d381293d310001025a8d","timed",4,3,7,0.333333333333333,0.25,0.291666666666667,0.166666666666667,0.125
"23","5b04e335331e8100018f7b76","timed",2,1,3,0.166666666666667,0.0833333333333333,0.125,0.0833333333333333,0.0416666666666667
"24","5b27e2e54790440001409d62","self-paced",5,8,13,0.416666666666667,0.666666666666667,0.541666666666667,0.208333333333333,0.333333333333333
"25","5b3512c6415e920001b55046","timed",8,6,14,0.666666666666667,0.5,0.583333333333333,0.333333333333333,0.25
"26","5b5b4df10d0e6800012cd36c","self-paced",2,6,8,0.166666666666667,0.5,0.333333333333333,0.0833333333333333,0.25
"27","5b7ca6161e35f0000172fa14","timed",4,3,7,0.333333333333333,0.25,0.291666666666667,0.166666666666667,0.125
"28","5b9489e56138fe0001f4104d","timed",4,7,11,0.333333333333333,0.583333333333333,0.458333333333333,0.166666666666667,0.291666666666667
"29","5bdbf2d92562330001b8d056","self-paced",3,4,7,0.25,0.333333333333333,0.291666666666667,0.125,0.166666666666667
"30","5be74b8dd153f500019a6ace","timed",6,5,11,0.5,0.416666666666667,0.458333333333333,0.25,0.208333333333333
"31","5bef830d1e78580001dc03f6","self-paced",10,8,18,0.833333333333333,0.666666666666667,0.75,0.416666666666667,0.333333333333333
"32","5c0c8097594d92000167cb6d","timed",4,5,9,0.333333333333333,0.416666666666667,0.375,0.166666666666667,0.208333333333333
"33","5c12b788e658ce00017e29d4","self-paced",3,5,8,0.25,0.416666666666667,0.333333333333333,0.125,0.208333333333333
"34","5c19d6768e10de0001ff255f","timed",2,6,8,0.166666666666667,0.5,0.333333333333333,0.0833333333333333,0.25
"35","5c1dc77ee2d9150001b5b70e","timed",1,5,6,0.0833333333333333,0.416666666666667,0.25,0.0416666666666667,0.208333333333333
"36","5c2fd11610677f0001dd7efc","self-paced",1,2,3,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667,0.0833333333333333
"37","5c313f27867f660001b0601c","self-paced",8,5,13,0.666666666666667,0.416666666666667,0.541666666666667,0.333333333333333,0.208333333333333
"38","5c3a26de955b850001d8b11d","self-paced",6,7,13,0.5,0.583333333333333,0.541666666666667,0.25,0.291666666666667
"39","5c449f7948956f0001547a85","timed",3,4,7,0.25,0.333333333333333,0.291666666666667,0.125,0.166666666666667
"40","5c476d19e101a500012ec201","self-paced",0,3,3,0,0.25,0.125,0,0.125
"41","5c49a5f7cfaf510001550a96","timed",5,6,11,0.416666666666667,0.5,0.458333333333333,0.208333333333333,0.25
"42","5c4ac37abe23f50001e7f8b4","self-paced",2,3,5,0.166666666666667,0.25,0.208333333333333,0.0833333333333333,0.125
"43","5c51bcaeb7449200013a8517","timed",2,8,10,0.166666666666667,0.666666666666667,0.416666666666667,0.0833333333333333,0.333333333333333
"44","5c5258cfef90a30001840860","self-paced",1,1,2,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0416666666666667,0.0416666666666667
"45","5c52c825ea00280001fce29d","timed",2,4,6,0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.166666666666667
"46","5c5f933f59ec1d0001fe64e7","timed",6,9,15,0.5,0.75,0.625,0.25,0.375
"47","5c5fd4ac52115f0001910a1f","timed",3,5,8,0.25,0.416666666666667,0.333333333333333,0.125,0.208333333333333
"48","5c6f97ffd8ae4f000192fe18","self-paced",4,4,8,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667
"49","5c7070519f9392000150023c","self-paced",0,1,1,0,0.0833333333333333,0.0416666666666667,0,0.0416666666666667
"50","5c742339e621f900163f4543","self-paced",4,7,11,0.333333333333333,0.583333333333333,0.458333333333333,0.166666666666667,0.291666666666667
"51","5c75471e5eb59f000131c7a4","self-paced",3,1,4,0.25,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667
"52","5c856d52bce73c00018c4508","timed",1,2,3,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667,0.0833333333333333
"53","5c888f3ba869d400019acb49","self-paced",8,8,16,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333
"54","5c8961a1d810a700149dcfda","self-paced",1,1,2,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0416666666666667,0.0416666666666667
"55","5cb147e6c567c000012a6d51","self-paced",6,8,14,0.5,0.666666666666667,0.583333333333333,0.25,0.333333333333333
"56","5cb1cd86637a05000187532b","self-paced",4,4,8,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667
"57","5cba9a8a214b1a0016ccf708","self-paced",8,4,12,0.666666666666667,0.333333333333333,0.5,0.333333333333333,0.166666666666667
"58","5cbdc6f1214b1a0015ccfbab","timed",0,4,4,0,0.333333333333333,0.166666666666667,0,0.166666666666667
"59","5ce753de5434fd001b47e9fc","timed",7,7,14,0.583333333333333,0.583333333333333,0.583333333333333,0.291666666666667,0.291666666666667
"60","5ce85638c13fb9001a9d0d32","self-paced",6,5,11,0.5,0.416666666666667,0.458333333333333,0.25,0.208333333333333
"61","5d16ab9b59da87001ac41a61","timed",2,4,6,0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.166666666666667
"62","5d1d0270601cd7000172942f","self-paced",4,8,12,0.333333333333333,0.666666666666667,0.5,0.166666666666667,0.333333333333333
"63","5d206e075278fa001848134d","self-paced",7,4,11,0.583333333333333,0.333333333333333,0.458333333333333,0.291666666666667,0.166666666666667
"64","5d295e07d3edf9001a801625","timed",8,9,17,0.666666666666667,0.75,0.708333333333333,0.333333333333333,0.375
"65","5d30dea16f058500017d0d73","timed",6,2,8,0.5,0.166666666666667,0.333333333333333,0.25,0.0833333333333333
"66","5d40d1ba12426c00157d3c7e","timed",1,5,6,0.0833333333333333,0.416666666666667,0.25,0.0416666666666667,0.208333333333333
"67","5d437dd5da6dc8001a544cf6","self-paced",5,7,12,0.416666666666667,0.583333333333333,0.5,0.208333333333333,0.291666666666667
"68","5d443a1442cdc60001220097","self-paced",3,3,6,0.25,0.25,0.25,0.125,0.125
"69","5d4709f1291942001c2bf782","self-paced",2,8,10,0.166666666666667,0.666666666666667,0.416666666666667,0.0833333333333333,0.333333333333333
"70","5d4ecfd93273de0019663e6b","timed",5,5,10,0.416666666666667,0.416666666666667,0.416666666666667,0.208333333333333,0.208333333333333
"71","5d59d1c4f6a63300198681e8","timed",7,8,15,0.583333333333333,0.666666666666667,0.625,0.291666666666667,0.333333333333333
"72","5d6212e10f304e001a8b7a71","timed",2,4,6,0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.166666666666667
"73","5d7db18e3baa8f000148f6c0","timed",5,7,12,0.416666666666667,0.583333333333333,0.5,0.208333333333333,0.291666666666667
"74","5d8e361e6e920e0014b459d9","self-paced",1,2,3,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667,0.0833333333333333
"75","5d906c7a0d760000173f71db","timed",1,1,2,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0416666666666667,0.0416666666666667
"76","5d99898ab82ce10398fc1556","self-paced",12,12,24,1,1,1,0.5,0.5
"77","5daa79d095be5f0017360d60","self-paced",3,3,6,0.25,0.25,0.25,0.125,0.125
"78","5db44511de8fe4000d6813a0","self-paced",5,4,9,0.416666666666667,0.333333333333333,0.375,0.208333333333333,0.166666666666667
"79","5dc3545b178fc925f5334145","self-paced",5,8,13,0.416666666666667,0.666666666666667,0.541666666666667,0.208333333333333,0.333333333333333
"80","5dd00b29caee3e107a99f653","timed",6,5,11,0.5,0.416666666666667,0.458333333333333,0.25,0.208333333333333
"81","5dd3dc145e91193b816a60e1","self-paced",0,0,0,0,0,0,0,0
"82","5dd41eae568ca540428e1620","timed",6,8,14,0.5,0.666666666666667,0.583333333333333,0.25,0.333333333333333
"83","5dda0a8b3c870a9824c901f5","self-paced",3,3,6,0.25,0.25,0.25,0.125,0.125
"84","5de78a77599d506f27692fcf","timed",5,7,12,0.416666666666667,0.583333333333333,0.5,0.208333333333333,0.291666666666667
"85","5de9592f8d43d908baa05cc2","self-paced",5,2,7,0.416666666666667,0.166666666666667,0.291666666666667,0.208333333333333,0.0833333333333333
"86","5df3b862ae7b3028f26b2509","timed",3,0,3,0.25,0,0.125,0.125,0
"87","5df8ebd9b6385366b2ec116e","timed",3,1,4,0.25,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667
"88","5dfbb9eaae7b308dbf97a681","timed",6,8,14,0.5,0.666666666666667,0.583333333333333,0.25,0.333333333333333
"89","5dff723379f2fabb6ecc9622","timed",4,5,9,0.333333333333333,0.416666666666667,0.375,0.166666666666667,0.208333333333333
"90","5e04b9be7adf4bf23f066a2a","timed",4,8,12,0.333333333333333,0.666666666666667,0.5,0.166666666666667,0.333333333333333
"91","5e04f4bbafb8b0f605589b35","timed",2,3,5,0.166666666666667,0.25,0.208333333333333,0.0833333333333333,0.125
"92","5e08389f67f170185698a2be","self-paced",2,5,7,0.166666666666667,0.416666666666667,0.291666666666667,0.0833333333333333,0.208333333333333
"93","5e1643c3271305c216555087","self-paced",0,0,0,0,0,0,0,0
"94","5e26f1f9cf445f9239c88cb7","self-paced",9,8,17,0.75,0.666666666666667,0.708333333333333,0.375,0.333333333333333
"95","5e2784b2cf46ff9ab1191cc9","self-paced",12,12,24,1,1,1,0.5,0.5
"96","5e2b31856d1e38180da77784","self-paced",4,3,7,0.333333333333333,0.25,0.291666666666667,0.166666666666667,0.125
"97","5e2b632409d1f701d8005bfe","timed",6,9,15,0.5,0.75,0.625,0.25,0.375
"98","5e2e461a432e4d4274be5f44","timed",3,2,5,0.25,0.166666666666667,0.208333333333333,0.125,0.0833333333333333
"99","5e2f95da81f6df558263a6e0","timed",3,0,3,0.25,0,0.125,0.125,0
"100","5e33347ea707e906066a73d6","timed",1,6,7,0.0833333333333333,0.5,0.291666666666667,0.0416666666666667,0.25
"101","5e370a4b41d1cd694e21f3fe","timed",1,2,3,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667,0.0833333333333333
"102","5e387dba03aa45000bc6e272","self-paced",4,2,6,0.333333333333333,0.166666666666667,0.25,0.166666666666667,0.0833333333333333
"103","5e3d8f6b6b1c15033ce417f4","timed",8,4,12,0.666666666666667,0.333333333333333,0.5,0.333333333333333,0.166666666666667
"104","5e4c56efdd24100b2ca392ba","timed",4,5,9,0.333333333333333,0.416666666666667,0.375,0.166666666666667,0.208333333333333
"105","5e52a82ecd4f3b000c197841","timed",6,6,12,0.5,0.5,0.5,0.25,0.25
"106","5e52b9d51b67682d44d8679d","self-paced",2,2,4,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333
"107","5e531b2205acdb33c0f5f24c","self-paced",6,6,12,0.5,0.5,0.5,0.25,0.25
"108","5e567cd58e4500024e8d096c","self-paced",5,6,11,0.416666666666667,0.5,0.458333333333333,0.208333333333333,0.25
"109","5e56f2e7ff61610a420f9bb2","self-paced",10,8,18,0.833333333333333,0.666666666666667,0.75,0.416666666666667,0.333333333333333
"110","5e64807cef9fad1fc7efbba5","self-paced",5,8,13,0.416666666666667,0.666666666666667,0.541666666666667,0.208333333333333,0.333333333333333
"111","5e7b815adb5aba05af6e6cc7","self-paced",4,2,6,0.333333333333333,0.166666666666667,0.25,0.166666666666667,0.0833333333333333
"112","5e8a30e32c33ae6d9a030603","self-paced",3,3,6,0.25,0.25,0.25,0.125,0.125
"113","5e954b384491ad117052cd48","self-paced",2,2,4,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333
"114","5e960111bc10f706bfe802fe","timed",10,7,17,0.833333333333333,0.583333333333333,0.708333333333333,0.416666666666667,0.291666666666667
"115","5e98f760b15997144ccb811c","timed",2,0,2,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0
"116","5e9bbf225591a00cf81a872a","timed",2,1,3,0.166666666666667,0.0833333333333333,0.125,0.0833333333333333,0.0416666666666667
"117","5e9e5208595cb12230f38262","timed",2,3,5,0.166666666666667,0.25,0.208333333333333,0.0833333333333333,0.125
"118","5e9f9c19695232149bb32a86","self-paced",1,4,5,0.0833333333333333,0.333333333333333,0.208333333333333,0.0416666666666667,0.166666666666667
"119","5ea0caf8cc5aed0c2532c8a4","timed",8,4,12,0.666666666666667,0.333333333333333,0.5,0.333333333333333,0.166666666666667
"120","5ea1d25da1c8d20bebd94bd3","self-paced",3,7,10,0.25,0.583333333333333,0.416666666666667,0.125,0.291666666666667
"121","5ea9c19ffb690111a323008e","self-paced",1,0,1,0.0833333333333333,0,0.0416666666666667,0.0416666666666667,0
"122","5ead74964a9aaa40560b5905","self-paced",2,7,9,0.166666666666667,0.583333333333333,0.375,0.0833333333333333,0.291666666666667
"123","5eb06c0a99e5ac10861a80a3","timed",3,6,9,0.25,0.5,0.375,0.125,0.25
"124","5eb1349410e0ce20c4e793e1","timed",4,6,10,0.333333333333333,0.5,0.416666666666667,0.166666666666667,0.25
"125","5eb1c24d4e4f4e2fbeebf035","self-paced",4,4,8,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667
"126","5eb2b9daade83c041e91d4b9","timed",7,7,14,0.583333333333333,0.583333333333333,0.583333333333333,0.291666666666667,0.291666666666667
"127","5eb428144900992544ea8d58","timed",4,3,7,0.333333333333333,0.25,0.291666666666667,0.166666666666667,0.125
"128","5eb5b8eb0231250e7042b157","timed",6,3,9,0.5,0.25,0.375,0.25,0.125
"129","5ec19ca1d0ff850911b13593","timed",1,5,6,0.0833333333333333,0.416666666666667,0.25,0.0416666666666667,0.208333333333333
"130","5ec3f446aa5afd2881e19363","self-paced",2,2,4,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333
"131","5ec46d59c1c5e016fafe11d6","timed",1,6,7,0.0833333333333333,0.5,0.291666666666667,0.0416666666666667,0.25
"132","5ec6d87390a76a10759f56df","self-paced",2,2,4,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333
"133","5ec6e7b86820ac10f12bb0d4","timed",0,0,0,0,0,0,0,0
"134","5ec70a83984a7413dd709fb9","timed",2,7,9,0.166666666666667,0.583333333333333,0.375,0.0833333333333333,0.291666666666667
"135","5ec7d712dafc54256f9e903f","self-paced",7,4,11,0.583333333333333,0.333333333333333,0.458333333333333,0.291666666666667,0.166666666666667
"136","5ecc2f6c079cdc80b6b589f7","self-paced",2,4,6,0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.166666666666667
"137","5ed43533bdae560e1127454b","self-paced",0,0,0,0,0,0,0,0
"138","5ed7bd95115e060a56ea2d4c","self-paced",3,1,4,0.25,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667
"139","5edeb2f4cfbc2014d8efd88a","timed",5,7,12,0.416666666666667,0.583333333333333,0.5,0.208333333333333,0.291666666666667
"140","5ee171492f43f71be5a35213","self-paced",2,6,8,0.166666666666667,0.5,0.333333333333333,0.0833333333333333,0.25
"141","5ee50130f8d19d080bcc8263","self-paced",2,5,7,0.166666666666667,0.416666666666667,0.291666666666667,0.0833333333333333,0.208333333333333
"142","5ee728b4b64c3301253b9311","timed",5,3,8,0.416666666666667,0.25,0.333333333333333,0.208333333333333,0.125
"143","5ee96cbf2825f91f0f5f49d9","timed",3,5,8,0.25,0.416666666666667,0.333333333333333,0.125,0.208333333333333
"144","5eecf79232fae00d585cd6f4","self-paced",3,2,5,0.25,0.166666666666667,0.208333333333333,0.125,0.0833333333333333
"145","5eecf88a4e531e0e897631df","timed",0,2,2,0,0.166666666666667,0.0833333333333333,0,0.0833333333333333
"146","5eeeb4ef8bee9f136a054a69","timed",3,2,5,0.25,0.166666666666667,0.208333333333333,0.125,0.0833333333333333
"147","5ef25fdd6a2295940b1f3ab1","timed",8,9,17,0.666666666666667,0.75,0.708333333333333,0.333333333333333,0.375
"148","5ef312020b917e01fc9d904b","timed",4,5,9,0.333333333333333,0.416666666666667,0.375,0.166666666666667,0.208333333333333
"149","5ef47ce9b4fd3d0430658f9c","timed",6,6,12,0.5,0.5,0.5,0.25,0.25
"150","5efbd7e8b3084f17e4bfe2b9","self-paced",8,7,15,0.666666666666667,0.583333333333333,0.625,0.333333333333333,0.291666666666667
"151","5f02928eb864764323d1f42a","timed",6,5,11,0.5,0.416666666666667,0.458333333333333,0.25,0.208333333333333
"152","5f068c1a0370401f6236812e","self-paced",4,8,12,0.333333333333333,0.666666666666667,0.5,0.166666666666667,0.333333333333333
"153","5f0d2ad60ad0d6730c380b05","timed",10,7,17,0.833333333333333,0.583333333333333,0.708333333333333,0.416666666666667,0.291666666666667
"154","5f0e6f42ed33880645dc0842","self-paced",6,1,7,0.5,0.0833333333333333,0.291666666666667,0.25,0.0416666666666667
"155","5f0f6341b0b87f08708229b9","timed",3,9,12,0.25,0.75,0.5,0.125,0.375
"156","5f12fa2b44b6a42a83519a79","timed",5,4,9,0.416666666666667,0.333333333333333,0.375,0.208333333333333,0.166666666666667
"157","5f15b1ffb0fa876a3a19acf7","self-paced",1,5,6,0.0833333333333333,0.416666666666667,0.25,0.0416666666666667,0.208333333333333
"158","5f171b6978c6ae032e458f06","timed",2,1,3,0.166666666666667,0.0833333333333333,0.125,0.0833333333333333,0.0416666666666667
"159","5f1c2ebf1d8b7c48ad3ec3db","timed",2,5,7,0.166666666666667,0.416666666666667,0.291666666666667,0.0833333333333333,0.208333333333333
"160","5f1e192b8d05fc380e73cf4d","timed",2,1,3,0.166666666666667,0.0833333333333333,0.125,0.0833333333333333,0.0416666666666667
"161","5f1e22ae2c833f3722aa7186","timed",1,2,3,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667,0.0833333333333333
"162","5f1f9c1e6342c31c5c9ebe0a","timed",6,7,13,0.5,0.583333333333333,0.541666666666667,0.25,0.291666666666667
"163","5f254fe600b37f1c905e56e3","timed",1,4,5,0.0833333333333333,0.333333333333333,0.208333333333333,0.0416666666666667,0.166666666666667
"164","5f28df0b329da326ded58f78","timed",1,6,7,0.0833333333333333,0.5,0.291666666666667,0.0416666666666667,0.25
"165","5f3452f3425095342490277e","self-paced",4,2,6,0.333333333333333,0.166666666666667,0.25,0.166666666666667,0.0833333333333333
"166","5f35e08d59d6ab62c342f8ad","timed",2,7,9,0.166666666666667,0.583333333333333,0.375,0.0833333333333333,0.291666666666667
"167","5f35f4814afea863300645e4","timed",4,6,10,0.333333333333333,0.5,0.416666666666667,0.166666666666667,0.25
"168","5f39fa54b21dd45aff14645c","timed",7,6,13,0.583333333333333,0.5,0.541666666666667,0.291666666666667,0.25
"169","5f3d88e03a16f0163ff5b93a","self-paced",3,2,5,0.25,0.166666666666667,0.208333333333333,0.125,0.0833333333333333
"170","5f41b3e5d54b8c16a59402f1","self-paced",11,10,21,0.916666666666667,0.833333333333333,0.875,0.458333333333333,0.416666666666667
"171","5f430c46a5518f171572f8d1","timed",5,11,16,0.416666666666667,0.916666666666667,0.666666666666667,0.208333333333333,0.458333333333333
"172","5f480fee3ff0462a1e64d4ff","timed",2,3,5,0.166666666666667,0.25,0.208333333333333,0.0833333333333333,0.125
"173","5f4dfdb3a7461bad5d3dd157","self-paced",1,2,3,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667,0.0833333333333333
"174","5f4fe426bc50f511ff591125","self-paced",0,0,0,0,0,0,0,0
"175","5f5127ced786f21277aa39da","self-paced",1,1,2,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0416666666666667,0.0416666666666667
"176","5f51530ebc50f53857d60824","timed",6,3,9,0.5,0.25,0.375,0.25,0.125
"177","5f60fa0a0543ce036fa68ba0","timed",3,2,5,0.25,0.166666666666667,0.208333333333333,0.125,0.0833333333333333
"178","5f627a1e4b807f1aa7e35280","timed",7,7,14,0.583333333333333,0.583333333333333,0.583333333333333,0.291666666666667,0.291666666666667
"179","5f6592b0534630116af73d11","timed",5,3,8,0.416666666666667,0.25,0.333333333333333,0.208333333333333,0.125
"180","5f690f742f60ad0e80c1c605","timed",7,7,14,0.583333333333333,0.583333333333333,0.583333333333333,0.291666666666667,0.291666666666667
"181","5f6ea1541b1cd73f7201953d","self-paced",2,4,6,0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.166666666666667
"182","5f700e2d56de4b5dd5ccc0c3","timed",3,1,4,0.25,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667
"183","5f7058deeb83ab60bb836eae","timed",7,10,17,0.583333333333333,0.833333333333333,0.708333333333333,0.291666666666667,0.416666666666667
"184","5f74d25c5d9287101a1d1752","timed",8,7,15,0.666666666666667,0.583333333333333,0.625,0.333333333333333,0.291666666666667
"185","5f8127fb4dc3ba1e0c1bd84f","timed",3,2,5,0.25,0.166666666666667,0.208333333333333,0.125,0.0833333333333333
"186","5f834ed4ec89344b7df15bbd","self-paced",11,10,21,0.916666666666667,0.833333333333333,0.875,0.458333333333333,0.416666666666667
"187","5f83be35fedb0355c6dec549","self-paced",4,3,7,0.333333333333333,0.25,0.291666666666667,0.166666666666667,0.125
"188","5f89b218ad8da60967bb34b1","self-paced",1,7,8,0.0833333333333333,0.583333333333333,0.333333333333333,0.0416666666666667,0.291666666666667
"189","5f8bd0a44685a00008f45486","timed",4,5,9,0.333333333333333,0.416666666666667,0.375,0.166666666666667,0.208333333333333
"190","5f9034a241bf1e08f4486356","self-paced",2,2,4,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333
"191","5f91e73c22a18d0d03dc4d49","timed",6,0,6,0.5,0,0.25,0.25,0
"192","5f9389359e419016498ca01a","timed",10,8,18,0.833333333333333,0.666666666666667,0.75,0.416666666666667,0.333333333333333
"193","5f96208d76c05e4f3a4d78a6","timed",1,7,8,0.0833333333333333,0.583333333333333,0.333333333333333,0.0416666666666667,0.291666666666667
"194","5f9b13feb3e73b17096bc8f6","self-paced",7,2,9,0.583333333333333,0.166666666666667,0.375,0.291666666666667,0.0833333333333333
"195","5f9b83e8a6c3433ac783f4d4","timed",4,4,8,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667
"196","5f9c4ed65eb24e0c5a37473d","self-paced",3,7,10,0.25,0.583333333333333,0.416666666666667,0.125,0.291666666666667
"197","5fac996c2cd1ad2b50292dcf","timed",2,6,8,0.166666666666667,0.5,0.333333333333333,0.0833333333333333,0.25
"198","5fae366541b4ac2840588d43","self-paced",2,2,4,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333
"199","5fb3ed13721e65000b9c1e30","self-paced",3,4,7,0.25,0.333333333333333,0.291666666666667,0.125,0.166666666666667
"200","5fb44b63888ecf10b8dee53d","self-paced",0,5,5,0,0.416666666666667,0.208333333333333,0,0.208333333333333
"201","5fb5dfa5df577200090d9dc4","self-paced",2,5,7,0.166666666666667,0.416666666666667,0.291666666666667,0.0833333333333333,0.208333333333333
"202","5fbaaab1be0cdb87749f4f04","timed",1,2,3,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667,0.0833333333333333
"203","5fbbfbad60761c051906a9df","self-paced",5,5,10,0.416666666666667,0.416666666666667,0.416666666666667,0.208333333333333,0.208333333333333
"204","5fbd6a6bded4440009064c7e","timed",7,6,13,0.583333333333333,0.5,0.541666666666667,0.291666666666667,0.25
"205","5fc05cd9a7f9354ece3923f6","timed",4,2,6,0.333333333333333,0.166666666666667,0.25,0.166666666666667,0.0833333333333333
"206","5fc26dcdfffc130cf3e3d951","self-paced",3,9,12,0.25,0.75,0.5,0.125,0.375
"207","5fc389e2c42314669487410a","self-paced",6,7,13,0.5,0.583333333333333,0.541666666666667,0.25,0.291666666666667
"208","5fc39fb1dfcbb7597a596070","self-paced",3,2,5,0.25,0.166666666666667,0.208333333333333,0.125,0.0833333333333333
"209","5fc460087eebcc8af045e624","self-paced",4,3,7,0.333333333333333,0.25,0.291666666666667,0.166666666666667,0.125
"210","5fc6907fb32596070b55ad28","self-paced",4,8,12,0.333333333333333,0.666666666666667,0.5,0.166666666666667,0.333333333333333
"211","5fc838109e99f3178d83db35","self-paced",9,8,17,0.75,0.666666666666667,0.708333333333333,0.375,0.333333333333333
"212","5fc843f1d115ef1b7d60a2a8","timed",4,7,11,0.333333333333333,0.583333333333333,0.458333333333333,0.166666666666667,0.291666666666667
"213","5fca78e0721e0f10a3b188ee","timed",4,2,6,0.333333333333333,0.166666666666667,0.25,0.166666666666667,0.0833333333333333
"214","5fcac27c64514e7530482d6b","self-paced",2,0,2,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0
"215","5fd4fd9ea4bf792ea50edca1","self-paced",6,6,12,0.5,0.5,0.5,0.25,0.25
"216","5fd517040d634031709c62cc","self-paced",5,6,11,0.416666666666667,0.5,0.458333333333333,0.208333333333333,0.25
"217","5fd5170d85f88c32434b6dbd","self-paced",0,0,0,0,0,0,0,0
"218","5fd716f06e64af68413697b9","self-paced",12,12,24,1,1,1,0.5,0.5
"219","5fd8fa9fe3104a126ead94ae","timed",5,6,11,0.416666666666667,0.5,0.458333333333333,0.208333333333333,0.25
