"","participant_private_id","condition1","testexpect","cr","fa","hit","miss","hr","zhr","zfa","dprime"
"68",1531588,"Sans Forgetica","low",26,0.446808510638298,32,15,0.680851063829787,0.470079986348763,-0.133728811791069,0.603808798139831
"69",1531590,"Arial","low",39,0.170212765957447,27,20,0.574468085106383,0.187761229176118,-0.953324795893626,1.14108602506974
"70",1531590,"Sans Forgetica","low",39,0.170212765957447,37,10,0.787234042553192,0.796860738826714,-0.953324795893626,1.75018553472034
"71",1531591,"Arial","low",36,0.234042553191489,28,19,0.595744680851064,0.242347851741802,-0.725598230194562,0.967946081936364
"72",1531591,"Sans Forgetica","low",29,0.382978723404255,37,10,0.787234042553192,0.796860738826714,-0.297666850186396,1.09452758901311
"73",1531592,"Arial","low",26,0.446808510638298,23,24,0.48936170212766,-0.0266694193761599,-0.133728811791069,0.107059392414909
"74",1531592,"Sans Forgetica","low",29,0.382978723404255,21,26,0.446808510638298,-0.133728811791069,-0.297666850186396,0.163938038395327
"75",1531593,"Arial","low",26,0.446808510638298,17,30,0.361702127659574,-0.353912771664911,-0.133728811791069,-0.220183959873842
"76",1531593,"Sans Forgetica","low",25,0.468085106382979,34,13,0.723404255319149,0.592984553981632,-0.0800842957968131,0.673068849778445
"77",1531600,"Arial","low",37,0.212765957446809,28,19,0.595744680851064,0.242347851741802,-0.796860738826714,1.03920859056852
"78",1531600,"Sans Forgetica","low",38,0.191489361702128,38,9,0.808510638297872,0.872421045717189,-0.87242104571719,1.74484209143438
"79",1531605,"Arial","low",30,0.361702127659574,19,28,0.404255319148936,-0.242347851741802,-0.353912771664911,0.111564919923109
"80",1531605,"Sans Forgetica","low",35,0.25531914893617,35,12,0.74468085106383,0.657844124431857,-0.657844124431858,1.31568824886371
"81",1531607,"Arial","low",35,0.25531914893617,34,13,0.723404255319149,0.592984553981632,-0.657844124431858,1.25082867841349
"82",1531607,"Sans Forgetica","low",36,0.234042553191489,33,14,0.702127659574468,0.530529760189066,-0.725598230194562,1.25612799038363
"83",1531612,"Arial","high",37,0.212765957446809,20,27,0.425531914893617,-0.187761229176118,-0.796860738826714,0.609099509650596
"84",1531612,"Sans Forgetica","high",29,0.382978723404255,38,9,0.808510638297872,0.872421045717189,-0.297666850186396,1.17008789590359
"85",1531613,"Arial","low",44,0.0638297872340425,7,40,0.148936170212766,-1.04100691175612,-1.52339635071863,0.482389438962514
"86",1531613,"Sans Forgetica","low",41,0.127659574468085,16,31,0.340425531914894,-0.411302053760771,-1.13752435547256,0.726222301711786
"87",1531615,"Arial","low",33,0.297872340425532,21,26,0.446808510638298,-0.133728811791069,-0.530529760189066,0.396800948397997
"88",1531615,"Sans Forgetica","low",21,0.553191489361702,33,14,0.702127659574468,0.530529760189066,0.133728811791069,0.396800948397997
"89",1531620,"Arial","low",33,0.297872340425532,16,31,0.340425531914894,-0.411302053760771,-0.530529760189066,0.119227706428295
"90",1531620,"Sans Forgetica","low",19,0.595744680851064,40,7,0.851063829787234,1.04100691175612,0.242347851741802,0.798659060014315
"91",1531621,"Arial","low",43,0.0851063829787234,21,26,0.446808510638298,-0.133728811791069,-1.37152047280283,1.23779166101176
"92",1531621,"Sans Forgetica","low",42,0.106382978723404,32,15,0.680851063829787,0.470079986348763,-1.24599574462694,1.7160757309757
"93",1531622,"Arial","low",36,0.234042553191489,8,39,0.170212765957447,-0.953324795893626,-0.725598230194562,-0.227726565699064
"94",1531622,"Sans Forgetica","low",34,0.276595744680851,22,25,0.468085106382979,-0.0800842957968131,-0.592984553981632,0.512900258184819
"95",1531625,"Arial","low",25,0.468085106382979,29,18,0.617021276595745,0.297666850186396,-0.0800842957968131,0.377751145983209
"96",1531625,"Sans Forgetica","low",15,0.680851063829787,35,12,0.74468085106383,0.657844124431857,0.470079986348763,0.187764138083095
"97",1531626,"Arial","low",46,0.0212765957446809,30,17,0.638297872340426,0.353912771664911,-2.02806914493391,2.38198191659882
"98",1531626,"Sans Forgetica","low",46,0.0212765957446809,31,16,0.659574468085106,0.411302053760771,-2.02806914493391,2.43937119869468
"99",1531628,"Arial","low",36,0.234042553191489,21,26,0.446808510638298,-0.133728811791069,-0.725598230194562,0.591869418403493
"100",1531628,"Sans Forgetica","low",31,0.340425531914894,21,26,0.446808510638298,-0.133728811791069,-0.411302053760771,0.277573241969702
"101",1531632,"Arial","low",19,0.595744680851064,38,9,0.808510638297872,0.872421045717189,0.242347851741802,0.630073193975387
"102",1531632,"Sans Forgetica","low",21,0.553191489361702,41,6,0.872340425531915,1.13752435547256,0.133728811791069,1.00379554368149
"103",1531634,"Arial","high",29,0.382978723404255,29,18,0.617021276595745,0.297666850186396,-0.297666850186396,0.595333700372792
"104",1531634,"Sans Forgetica","high",34,0.276595744680851,32,15,0.680851063829787,0.470079986348763,-0.592984553981632,1.06306454033039
"105",1531638,"Arial","low",13,0.723404255319149,29,18,0.617021276595745,0.297666850186396,0.592984553981632,-0.295317703795236
"106",1531638,"Sans Forgetica","low",17,0.638297872340426,32,15,0.680851063829787,0.470079986348763,0.353912771664911,0.116167214683851
"107",1531639,"Arial","low",20,0.574468085106383,27,20,0.574468085106383,0.187761229176118,0.187761229176118,0
"108",1531639,"Sans Forgetica","low",9,0.808510638297872,42,5,0.893617021276596,1.24599574462694,0.872421045717189,0.373574698909748
"109",1531640,"Arial","low",36,0.234042553191489,21,26,0.446808510638298,-0.133728811791069,-0.725598230194562,0.591869418403493
"110",1531640,"Sans Forgetica","low",31,0.340425531914894,29,18,0.617021276595745,0.297666850186396,-0.411302053760771,0.708968903947167
"111",1531643,"Arial","low",32,0.319148936170213,21,26,0.446808510638298,-0.133728811791069,-0.470079986348763,0.336351174557694
"112",1531643,"Sans Forgetica","low",17,0.638297872340426,41,6,0.872340425531915,1.13752435547256,0.353912771664911,0.783611583807646
"113",1531644,"Arial","low",22,0.531914893617021,31,16,0.659574468085106,0.411302053760771,0.0800842957968131,0.331217757963958
"114",1531644,"Sans Forgetica","low",19,0.595744680851064,26,21,0.553191489361702,0.133728811791069,0.242347851741802,-0.108619039950733
"115",1531645,"Arial","low",47,0.01,5,42,0.106382978723404,-1.24599574462694,-2.32634787404084,1.0803521294139
"116",1531645,"Sans Forgetica","low",44,0.0638297872340425,6,41,0.127659574468085,-1.13752435547256,-1.52339635071863,0.385871995246074
"117",1531647,"Arial","low",31,0.340425531914894,31,16,0.659574468085106,0.411302053760771,-0.411302053760771,0.822604107521542
"118",1531647,"Sans Forgetica","low",14,0.702127659574468,41,6,0.872340425531915,1.13752435547256,0.530529760189066,0.606994595283491
"119",1531654,"Arial","low",26,0.446808510638298,34,13,0.723404255319149,0.592984553981632,-0.133728811791069,0.726713365772701
"120",1531654,"Sans Forgetica","low",19,0.595744680851064,43,4,0.914893617021277,1.37152047280283,0.242347851741802,1.12917262106103
"121",1531656,"Arial","high",39,0.170212765957447,10,37,0.212765957446809,-0.796860738826714,-0.953324795893626,0.156464057066912
"122",1531656,"Sans Forgetica","high",4,0.914893617021277,39,8,0.829787234042553,0.953324795893626,1.37152047280283,-0.418195676909206
"123",1531657,"Arial","low",44,0.0638297872340425,18,29,0.382978723404255,-0.297666850186396,-1.52339635071863,1.22572950053224
"124",1531657,"Sans Forgetica","low",43,0.0851063829787234,19,28,0.404255319148936,-0.242347851741802,-1.37152047280283,1.12917262106103
"125",1531663,"Arial","low",37,0.212765957446809,34,13,0.723404255319149,0.592984553981632,-0.796860738826714,1.38984529280835
"126",1531663,"Sans Forgetica","low",35,0.25531914893617,31,16,0.659574468085106,0.411302053760771,-0.657844124431858,1.06914617819263
"127",1531664,"Arial","low",44,0.0638297872340425,16,31,0.340425531914894,-0.411302053760771,-1.52339635071863,1.11209429695786
"128",1531664,"Sans Forgetica","low",39,0.170212765957447,18,29,0.382978723404255,-0.297666850186396,-0.953324795893626,0.65565794570723
"129",1531665,"Arial","low",23,0.51063829787234,36,11,0.765957446808511,0.725598230194562,0.0266694193761598,0.698928810818402
"130",1531665,"Sans Forgetica","low",20,0.574468085106383,33,14,0.702127659574468,0.530529760189066,0.187761229176118,0.342768531012948
"131",1531666,"Arial","low",28,0.404255319148936,23,24,0.48936170212766,-0.0266694193761599,-0.242347851741802,0.215678432365642
"132",1531666,"Sans Forgetica","low",20,0.574468085106383,29,18,0.617021276595745,0.297666850186396,0.187761229176118,0.109905621010278
"133",1531669,"Arial","low",30,0.361702127659574,27,20,0.574468085106383,0.187761229176118,-0.353912771664911,0.541674000841029
"134",1531669,"Sans Forgetica","low",32,0.319148936170213,28,19,0.595744680851064,0.242347851741802,-0.470079986348763,0.712427838090565
"135",1531670,"Arial","low",39,0.170212765957447,34,13,0.723404255319149,0.592984553981632,-0.953324795893626,1.54630934987526
"136",1531670,"Sans Forgetica","low",37,0.212765957446809,42,5,0.893617021276596,1.24599574462694,-0.796860738826714,2.04285648345365
"137",1531671,"Arial","low",26,0.446808510638298,22,25,0.468085106382979,-0.0800842957968131,-0.133728811791069,0.0536445159942559
"138",1531671,"Sans Forgetica","low",21,0.553191489361702,24,23,0.51063829787234,0.0266694193761598,0.133728811791069,-0.107059392414909
"139",1531677,"Arial","low",28,0.404255319148936,28,19,0.595744680851064,0.242347851741802,-0.242347851741802,0.484695703483604
"140",1531677,"Sans Forgetica","low",13,0.723404255319149,40,7,0.851063829787234,1.04100691175612,0.592984553981632,0.448022357774486
"141",1531679,"Arial","low",45,0.0425531914893617,4,43,0.0851063829787234,-1.37152047280283,-1.72179653240106,0.350276059598228
"142",1531679,"Sans Forgetica","low",37,0.212765957446809,26,21,0.553191489361702,0.133728811791069,-0.796860738826714,0.930589550617783
"143",1531680,"Arial","low",44,0.0638297872340425,7,40,0.148936170212766,-1.04100691175612,-1.52339635071863,0.482389438962514
"144",1531680,"Sans Forgetica","low",39,0.170212765957447,21,26,0.446808510638298,-0.133728811791069,-0.953324795893626,0.819595984102557
"145",1531684,"Arial","low",35,0.25531914893617,17,30,0.361702127659574,-0.353912771664911,-0.657844124431858,0.303931352766946
"146",1531684,"Sans Forgetica","low",12,0.74468085106383,41,6,0.872340425531915,1.13752435547256,0.657844124431857,0.4796802310407
"147",1531688,"Arial","low",27,0.425531914893617,23,24,0.48936170212766,-0.0266694193761599,-0.187761229176118,0.161091809799958
"148",1531688,"Sans Forgetica","low",20,0.574468085106383,27,20,0.574468085106383,0.187761229176118,0.187761229176118,0
"149",1531691,"Arial","low",38,0.191489361702128,28,19,0.595744680851064,0.242347851741802,-0.87242104571719,1.11476889745899
"150",1531691,"Sans Forgetica","low",25,0.468085106382979,34,13,0.723404255319149,0.592984553981632,-0.0800842957968131,0.673068849778445
"151",1531692,"Arial","low",37,0.212765957446809,19,28,0.404255319148936,-0.242347851741802,-0.796860738826714,0.554512887084912
"152",1531692,"Sans Forgetica","low",41,0.127659574468085,18,29,0.382978723404255,-0.297666850186396,-1.13752435547256,0.839857505286161
"153",1531693,"Arial","low",33,0.297872340425532,20,27,0.425531914893617,-0.187761229176118,-0.530529760189066,0.342768531012948
"154",1531693,"Sans Forgetica","low",25,0.468085106382979,40,7,0.851063829787234,1.04100691175612,-0.0800842957968131,1.12109120755293
"155",1531695,"Arial","low",32,0.319148936170213,38,9,0.808510638297872,0.872421045717189,-0.470079986348763,1.34250103206595
"156",1531695,"Sans Forgetica","low",24,0.48936170212766,38,9,0.808510638297872,0.872421045717189,-0.0266694193761599,0.899090465093349
"157",1531696,"Arial","low",41,0.127659574468085,16,31,0.340425531914894,-0.411302053760771,-1.13752435547256,0.726222301711786
"158",1531696,"Sans Forgetica","low",33,0.297872340425532,20,27,0.425531914893617,-0.187761229176118,-0.530529760189066,0.342768531012948
"159",1531697,"Arial","low",27,0.425531914893617,30,17,0.638297872340426,0.353912771664911,-0.187761229176118,0.541674000841029
"160",1531697,"Sans Forgetica","low",26,0.446808510638298,27,20,0.574468085106383,0.187761229176118,-0.133728811791069,0.321490040967187
"161",1531698,"Arial","low",39,0.170212765957447,22,25,0.468085106382979,-0.0800842957968131,-0.953324795893626,0.873240500096813
"162",1531698,"Sans Forgetica","low",36,0.234042553191489,20,27,0.425531914893617,-0.187761229176118,-0.725598230194562,0.537837001018444
"163",1531699,"Arial","high",30,0.361702127659574,24,23,0.51063829787234,0.0266694193761598,-0.353912771664911,0.380582191041071
"164",1531699,"Sans Forgetica","high",29,0.382978723404255,36,11,0.765957446808511,0.725598230194562,-0.297666850186396,1.02326508038096
"165",1531702,"Arial","low",17,0.638297872340426,30,17,0.638297872340426,0.353912771664911,0.353912771664911,0
"166",1531702,"Sans Forgetica","low",18,0.617021276595745,30,17,0.638297872340426,0.353912771664911,0.297666850186396,0.0562459214785153
"167",1531704,"Arial","low",28,0.404255319148936,17,30,0.361702127659574,-0.353912771664911,-0.242347851741802,-0.111564919923109
"168",1531704,"Sans Forgetica","low",26,0.446808510638298,27,20,0.574468085106383,0.187761229176118,-0.133728811791069,0.321490040967187
"169",1531705,"Arial","high",27,0.425531914893617,29,18,0.617021276595745,0.297666850186396,-0.187761229176118,0.485428079362514
"170",1531705,"Sans Forgetica","high",28,0.404255319148936,34,13,0.723404255319149,0.592984553981632,-0.242347851741802,0.835332405723434
"171",1531706,"Arial","low",41,0.127659574468085,16,31,0.340425531914894,-0.411302053760771,-1.13752435547256,0.726222301711786
"172",1531706,"Sans Forgetica","low",43,0.0851063829787234,11,36,0.234042553191489,-0.725598230194562,-1.37152047280283,0.64592224260827
"173",1531709,"Arial","low",36,0.234042553191489,19,28,0.404255319148936,-0.242347851741802,-0.725598230194562,0.48325037845276
"174",1531709,"Sans Forgetica","low",27,0.425531914893617,29,18,0.617021276595745,0.297666850186396,-0.187761229176118,0.485428079362514
"175",1531712,"Arial","low",23,0.51063829787234,27,20,0.574468085106383,0.187761229176118,0.0266694193761598,0.161091809799958
"176",1531712,"Sans Forgetica","low",26,0.446808510638298,30,17,0.638297872340426,0.353912771664911,-0.133728811791069,0.48764158345598
"177",1531715,"Arial","low",43,0.0851063829787234,6,41,0.127659574468085,-1.13752435547256,-1.37152047280283,0.233996117330275
"178",1531715,"Sans Forgetica","low",40,0.148936170212766,27,20,0.574468085106383,0.187761229176118,-1.04100691175612,1.22876814093224
"179",1531716,"Arial","low",32,0.319148936170213,14,33,0.297872340425532,-0.530529760189066,-0.470079986348763,-0.0604497738403036
"180",1531716,"Sans Forgetica","low",17,0.638297872340426,43,4,0.914893617021277,1.37152047280283,0.353912771664911,1.01760770113792
"181",1531718,"Arial","low",38,0.191489361702128,29,18,0.617021276595745,0.297666850186396,-0.87242104571719,1.17008789590359
"182",1531718,"Sans Forgetica","low",26,0.446808510638298,35,12,0.74468085106383,0.657844124431857,-0.133728811791069,0.791572936222926
"183",1531720,"Arial","low",33,0.297872340425532,21,26,0.446808510638298,-0.133728811791069,-0.530529760189066,0.396800948397997
"184",1531720,"Sans Forgetica","low",15,0.680851063829787,37,10,0.787234042553192,0.796860738826714,0.470079986348763,0.326780752477951
"185",1531721,"Arial","low",30,0.361702127659574,29,18,0.617021276595745,0.297666850186396,-0.353912771664911,0.651579621851307
"186",1531721,"Sans Forgetica","low",36,0.234042553191489,38,9,0.808510638297872,0.872421045717189,-0.725598230194562,1.59801927591175
"187",1531722,"Arial","low",41,0.127659574468085,13,34,0.276595744680851,-0.592984553981632,-1.13752435547256,0.544539801490925
"188",1531722,"Sans Forgetica","low",33,0.297872340425532,31,16,0.659574468085106,0.411302053760771,-0.530529760189066,0.941831813949837
"189",1531723,"Arial","low",32,0.319148936170213,26,21,0.553191489361702,0.133728811791069,-0.470079986348763,0.603808798139831
"190",1531723,"Sans Forgetica","low",31,0.340425531914894,30,17,0.638297872340426,0.353912771664911,-0.411302053760771,0.765214825425683
"191",1531725,"Arial","low",23,0.51063829787234,30,17,0.638297872340426,0.353912771664911,0.0266694193761598,0.327243352288752
"192",1531725,"Sans Forgetica","low",27,0.425531914893617,24,23,0.51063829787234,0.0266694193761598,-0.187761229176118,0.214430648552278
"193",1531730,"Arial","high",39,0.170212765957447,27,20,0.574468085106383,0.187761229176118,-0.953324795893626,1.14108602506974
"194",1531730,"Sans Forgetica","high",38,0.191489361702128,25,22,0.531914893617021,0.0800842957968131,-0.87242104571719,0.952505341514003
"195",1531731,"Arial","low",27,0.425531914893617,22,25,0.468085106382979,-0.0800842957968131,-0.187761229176118,0.107676933379305
"196",1531731,"Sans Forgetica","low",23,0.51063829787234,40,7,0.851063829787234,1.04100691175612,0.0266694193761598,1.01433749237996
"197",1531732,"Arial","high",20,0.574468085106383,38,9,0.808510638297872,0.872421045717189,0.187761229176118,0.684659816541071
"198",1531732,"Sans Forgetica","high",27,0.425531914893617,26,21,0.553191489361702,0.133728811791069,-0.187761229176118,0.321490040967187
"199",1531733,"Arial","low",41,0.127659574468085,21,26,0.446808510638298,-0.133728811791069,-1.13752435547256,1.00379554368149
"200",1531733,"Sans Forgetica","low",35,0.25531914893617,31,16,0.659574468085106,0.411302053760771,-0.657844124431858,1.06914617819263
"201",1531734,"Arial","low",31,0.340425531914894,27,20,0.574468085106383,0.187761229176118,-0.411302053760771,0.599063282936889
"202",1531734,"Sans Forgetica","low",34,0.276595744680851,28,19,0.595744680851064,0.242347851741802,-0.592984553981632,0.835332405723434
"203",1531735,"Arial","low",25,0.468085106382979,41,6,0.872340425531915,1.13752435547256,-0.0800842957968131,1.21760865126937
"204",1531735,"Sans Forgetica","low",28,0.404255319148936,43,4,0.914893617021277,1.37152047280283,-0.242347851741802,1.61386832454463
"205",1531736,"Arial","low",30,0.361702127659574,23,24,0.48936170212766,-0.0266694193761599,-0.353912771664911,0.327243352288751
"206",1531736,"Sans Forgetica","low",23,0.51063829787234,22,25,0.468085106382979,-0.0800842957968131,0.0266694193761598,-0.106753715172973
"207",1531738,"Arial","low",34,0.276595744680851,28,19,0.595744680851064,0.242347851741802,-0.592984553981632,0.835332405723434
"208",1531738,"Sans Forgetica","low",36,0.234042553191489,30,17,0.638297872340426,0.353912771664911,-0.725598230194562,1.07951100185947
"209",1531739,"Arial","low",33,0.297872340425532,29,18,0.617021276595745,0.297666850186396,-0.530529760189066,0.828196610375462
"210",1531739,"Sans Forgetica","low",28,0.404255319148936,29,18,0.617021276595745,0.297666850186396,-0.242347851741802,0.540014701928198
"211",1531740,"Arial","low",42,0.106382978723404,12,35,0.25531914893617,-0.657844124431858,-1.24599574462694,0.58815162019508
"212",1531740,"Sans Forgetica","low",35,0.25531914893617,21,26,0.446808510638298,-0.133728811791069,-0.657844124431858,0.524115312640789
"213",1531741,"Arial","low",33,0.297872340425532,23,24,0.48936170212766,-0.0266694193761599,-0.530529760189066,0.503860340812906
"214",1531741,"Sans Forgetica","low",20,0.574468085106383,37,10,0.787234042553192,0.796860738826714,0.187761229176118,0.609099509650596
"215",1531742,"Arial","low",18,0.617021276595745,24,23,0.51063829787234,0.0266694193761598,0.297666850186396,-0.270997430810236
"216",1531742,"Sans Forgetica","low",18,0.617021276595745,35,12,0.74468085106383,0.657844124431857,0.297666850186396,0.360177274245461
"217",1531744,"Arial","low",31,0.340425531914894,32,15,0.680851063829787,0.470079986348763,-0.411302053760771,0.881382040109534
"218",1531744,"Sans Forgetica","low",33,0.297872340425532,32,15,0.680851063829787,0.470079986348763,-0.530529760189066,1.00060974653783
