key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,cb.thisRepN,cb.thisTrialN,cb.thisN,cb.thisIndex,cb.ran,Itempairs,Forward,Backward,AbsoluteValue,cue1,targ1,font,images,participant,date,expName,psychopyVersion,OS,frameRate,study_id,session,atypic_slider.response,atypic_slider.rt,normal_slider.response,normal_slider.rt,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,mouse_3.clicked_name,textbox.text,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,correctAns,textbox_response,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name
y,8.7363,0.02435312,-0.323439878,1,0,0,9.08481,cont1,0,0,0,11,1,novel story,0.034,0.034,0,novel,story,flu,images/novel-story-arial1.png,5e9bbf225591a00cf81a872a,2020-12-28_16h11.09.144,weird_font_low_1,2020.2.10,Win32,60,5fea697315b59ba2fdb2940e,5fea740ccd5d985b85751c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,1,1,22,1,throat voice,0.039,0.02,0.019,throat ,voice ,SF,images/throat-voice-sf.png,5e9bbf225591a00cf81a872a,2020-12-28_16h11.09.144,weird_font_low_1,2020.2.10,Win32,60,5fea697315b59ba2fdb2940e,5fea740ccd5d985b85751c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,2,2,9,1,nation state,0.042,0.055,0.013,nation,state,flu,images/nation-state-arial1.png,5e9bbf225591a00cf81a872a,2020-12-28_16h11.09.144,weird_font_low_1,2020.2.10,Win32,60,5fea697315b59ba2fdb2940e,5fea740ccd5d985b85751c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,3,3,4,1,curve shape,0.018,0.011,0.007,curve,shape,flu,images/curve-shape-arial1.png,5e9bbf225591a00cf81a872a,2020-12-28_16h11.09.144,weird_font_low_1,2020.2.10,Win32,60,5fea697315b59ba2fdb2940e,5fea740ccd5d985b85751c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,4,4,21,1,taste touch,0.016,0.012,0.004,taste,touch,SF,images/taste-touch-sf.png,5e9bbf225591a00cf81a872a,2020-12-28_16h11.09.144,weird_font_low_1,2020.2.10,Win32,60,5fea697315b59ba2fdb2940e,5fea740ccd5d985b85751c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,5,5,12,1,object symbol,0.014,0.021,0.007,object,symbol,SF,images/object-symbol-sf.png,5e9bbf225591a00cf81a872a,2020-12-28_16h11.09.144,weird_font_low_1,2020.2.10,Win32,60,5fea697315b59ba2fdb2940e,5fea740ccd5d985b85751c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,6,6,10,1,native foreign,0.056,0.031,0.025,native,foreign,SF,images/native-foreign-sf.png,5e9bbf225591a00cf81a872a,2020-12-28_16h11.09.144,weird_font_low_1,2020.2.10,Win32,60,5fea697315b59ba2fdb2940e,5fea740ccd5d985b85751c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,7,7,19,1,sheet cover,0.021,0.053,0.032,sheet,cover,SF,images/sheet-cover-sf.png,5e9bbf225591a00cf81a872a,2020-12-28_16h11.09.144,weird_font_low_1,2020.2.10,Win32,60,5fea697315b59ba2fdb2940e,5fea740ccd5d985b85751c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,8,8,3,1,college student ,0.035,0.046,0.011,college,student,flu,images/college - student-arial1.png,5e9bbf225591a00cf81a872a,2020-12-28_16h11.09.144,weird_font_low_1,2020.2.10,Win32,60,5fea697315b59ba2fdb2940e,5fea740ccd5d985b85751c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,9,9,2,1,child mother,0.03,0.01,0.02,child,mother,SF,images/child-mother-sf.png,5e9bbf225591a00cf81a872a,2020-12-28_16h11.09.144,weird_font_low_1,2020.2.10,Win32,60,5fea697315b59ba2fdb2940e,5fea740ccd5d985b85751c00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
